es Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
latido	beat	0	-1	-1	-1	0	1	1	-1	0
embarquen	embark	1	1	0	1	1	1	1	0	1
Isaak	do	1	1	1	0	0	1	1	0	1
manejen	handle	0	1	0	1	0	1	1	0	1
autorizaríamos	be	0	1	0	0	0	0	1	0	1
incontrolable	control	1	0	1	0	1	1	1	0	1
piezas	spare	0	1	0	1	0	1	1	0	1
resolverlo	resolve	-1	1	0	0	1	-1	1	0	1
demoren	delay	-1	0	-1	-1	-1	0	1	0	-1
ejecutarán	be	0	1	0	0	0	0	1	0	1
corregirá	be	0	1	0	0	0	0	1	0	1
trillados	tread	0	-1	0	-1	0	0	0	0	0
seguro-	believe	0	0	1	1	0	1	1	1	1
utilizaríamos	obstruct	0	0	-1	-1	0	1	0	0	0
interiorización	vary	0	0	1	0	1	0	1	0	0
traducimos	translate	0	1	0	1	1	0	1	0	1
metodológicamente	sound	1	0	0	1	0	1	0	0	0
sobrevivirán	survive	-1	1	-1	0	1	-1	1	0	1
prevaleciente	prevail	1	1	0	0	0	1	1	0	0
zarpar	sail	1	1	1	1	1	1	1	0	1
antepenúltima	make	0	0	0	1	0	0	1	0	0
inalterables	concern	1	-1	0	-1	0	1	1	-1	0
restablecer	restore	1	1	1	1	0	1	1	1	1
contienen	contain	0	0	0	0	0	0	1	0	0
anuncio	announce	1	1	1	1	1	1	1	0	1
tardar	take	1	1	1	0	1	1	1	0	1
plagas	plague	0	-1	0	-1	0	1	-1	-1	0
soportado	bear	0	0	0	0	1	1	1	0	0
restablecen	restore	1	1	1	1	0	1	1	1	1
soportada	bear	0	0	0	0	1	1	1	0	0
primaveral	spring	1	1	1	1	1	1	1	0	1
anuncie	announce	1	1	1	1	1	1	1	0	1
digitalmente	form	1	1	1	1	1	1	1	0	1
fruncir	leave	0	0	0	0	0	0	1	-1	0
valoración	assess	0	1	0	1	0	1	1	0	1
opté	choose	1	1	1	1	1	1	1	1	1
publicarlas	publish	1	1	1	1	1	1	1	0	1
desmonte	clear	0	1	1	1	1	1	1	0	1
tácticas	battle	0	0	0	-1	1	1	1	0	0
iba	go	0	0	0	0	0	0	1	0	0
inflación	rate	0	1	0	1	0	0	1	0	0
mejor–	understand	1	1	1	1	1	1	1	0	1
acumulativamente	meet	0	1	1	1	1	1	1	0	1
arrepentiremos	regret	-1	0	-1	-1	-1	-1	1	0	-1
seguros	secure	0	0	1	1	1	1	1	0	1
agradecerlo	thank	1	1	1	1	1	1	1	1	1
cabeza	head	1	0	1	1	1	1	1	0	1
agradecerle	thank	1	1	1	1	1	1	1	1	1
aldabonazo	call	0	0	1	1	0	1	1	0	1
distribuidor	draw	0	0	1	1	1	1	0	0	0
distribuidos	distribute	1	1	1	0	1	1	1	0	1
libremos	fight	-1	0	-1	-1	0	0	1	0	-1
precisaban	need	0	1	1	0	0	1	1	0	0
prohibirá	ban	0	-1	-1	-1	0	1	1	0	0
reírse	laugh	0	0	0	0	0	-1	1	0	1
chip	chip	0	0	0	0	1	1	1	0	1
destacaron	underline	0	0	0	1	0	1	1	0	0
reiterativo	repeat	0	1	0	1	0	1	1	0	0
respetuosa	respect	1	1	1	1	0	1	1	1	1
regala	give	0	1	1	0	0	0	1	0	1
regale	give	0	1	1	0	0	0	1	0	1
abiertas	open	1	1	1	1	0	0	1	0	1
aliviarla	suffer	-1	1	-1	0	-1	-1	1	0	-1
regalo	present	1	1	1	1	1	1	1	0	1
entenderme	understand	1	1	1	1	1	1	1	0	1
pedirla	request	0	0	1	0	1	1	1	0	1
lidere	lead	0	1	1	1	1	0	1	0	1
pedirle	ask	0	0	0	0	1	1	1	0	0
lidera	lead	0	1	1	1	1	0	1	0	1
ilusos	pursue	0	1	1	0	0	1	1	0	1
superarse	be	0	1	0	0	0	0	1	0	1
Betancour	put	1	1	1	0	1	1	1	0	1
lidero	wage	0	1	1	1	1	1	1	0	1
fácticas	exclude	0	0	-1	-1	0	1	1	0	0
pedirlo	demand	0	0	1	1	0	1	1	0	1
secretarios	lead	0	1	1	1	1	0	1	0	1
encontraron	found	1	1	1	1	1	1	1	1	1
solapadamente	be	0	1	0	0	0	0	1	0	1
adelantarnos	anticipate	0	0	0	1	1	0	1	0	0
inmueble	build	1	1	1	1	1	1	1	0	1
desarmarse	disarm	0	0	0	-1	0	1	0	-1	0
abordarse	be	0	1	0	0	0	0	1	0	1
autorregulación	own	0	1	1	1	1	1	1	0	1
rezaban	read	0	0	1	0	1	0	1	0	1
abierta-	open	1	1	1	1	0	0	1	0	1
resultaran	be	0	1	0	0	0	0	1	0	1
anunció	announce	1	1	1	1	1	1	1	0	1
daneses	be	0	1	0	0	0	0	1	0	1
implantados	place	0	0	1	1	1	1	1	0	1
produce	be	0	1	0	0	0	0	1	0	1
cobijar	claim	1	1	1	0	1	1	1	0	1
anuncié	announce	1	1	1	1	1	1	1	0	1
Martin	say	0	0	0	0	0	0	1	0	0
consolidase	consolidate	1	0	0	1	1	1	1	0	1
enanos	dwarf	0	0	0	-1	0	1	1	0	0
opto	opt	1	1	1	0	1	1	1	0	1
opte	choose	1	1	1	1	1	1	1	1	1
formulársele	direct	0	0	1	1	0	1	1	0	1
Combatámoslos	tackle	0	1	-1	0	0	0	1	0	1
opta	opt	1	1	1	0	1	1	1	0	1
corona	pound	0	0	0	-1	0	0	1	0	0
optado	choose	1	1	1	1	1	1	1	1	1
desmontó	down	0	0	0	0	0	0	1	0	0
turbulentas	trouble	0	-1	0	-1	0	1	0	-1	0
concluyen	conclude	1	1	1	1	0	1	1	0	1
Múnich-Verona	oblige	1	1	1	1	0	1	1	1	0
suroriental	pursue	0	1	1	0	0	1	1	0	1
progresando	progress	1	1	0	1	1	1	1	0	1
vencimientos	draw	0	0	1	1	1	1	0	0	0
presuponen	require	0	1	1	0	1	1	1	0	0
insensatas	dismay	1	-1	0	1	0	1	1	-1	1
regularlo	regulate	0	0	0	0	1	1	1	0	1
tableta	bar	0	0	-1	-1	1	1	1	0	0
gestionara	be	0	1	0	0	0	0	1	0	1
asociativa	form	1	1	1	1	1	1	1	0	1
extemporánea	improvise	0	1	1	1	1	1	1	0	1
-ayudas	aid	1	1	1	1	0	1	1	1	1
Jan	concern	1	-1	0	-1	0	1	1	-1	0
regularla	regulate	0	0	0	0	1	1	1	0	1
reconocerlo	acknowledge	0	1	1	1	1	0	1	0	1
implantado	place	0	0	1	1	1	1	1	0	1
reconocerla	be	0	1	0	0	0	0	1	0	1
orgullo	pride	1	1	1	1	0	1	1	1	1
asustará	enjoy	1	1	1	1	1	1	1	1	1
reconocerle	give	0	1	1	0	0	0	1	0	1
Cuántos	be	0	1	0	0	0	0	1	0	1
llegando	come	0	1	0	0	0	0	1	0	0
circunvalación	bypass	0	0	0	1	0	1	1	0	0
argumentada	reason	0	0	0	0	0	0	1	0	1
portazo	slam	0	0	0	-1	0	1	1	-1	1
arcaísmo	point	0	0	0	0	1	0	1	0	0
aislarla	isolate	0	0	-1	-1	0	1	1	-1	0
aislarlo	isolate	0	0	-1	-1	0	1	1	-1	0
trastocó	disrupt	1	-1	0	-1	0	1	0	-1	0
conducidos	drive	1	1	0	1	0	1	1	0	1
argumentado	argue	0	0	1	1	0	1	1	0	0
sabiamente	give	0	1	1	0	0	0	1	0	1
podáis	can	0	0	0	0	0	1	1	0	1
servirlo	serve	1	1	1	1	1	1	1	0	1
Scheveningen	receive	1	1	1	0	1	1	1	0	1
receptáculo	position	0	0	0	1	0	1	1	0	0
reposición	reinstate	0	1	1	1	1	1	1	-1	1
servirle	serve	1	1	1	1	1	1	1	0	1
transformarlas	turn	0	0	0	0	0	0	1	0	0
Procrustes	order	0	0	0	-1	0	0	1	0	0
holgazanes	account	0	0	0	0	0	1	1	0	0
varas	double	0	0	1	1	1	0	1	0	1
moldovos	feel	1	1	1	0	0	0	1	0	1
introduce	introduce	1	1	1	1	1	1	1	1	1
sol	shine	1	1	1	1	1	1	1	0	1
morimos	die	0	1	0	-1	-1	1	1	0	-1
expansivas	flow	0	0	0	0	0	0	1	0	0
adrenalina	shoulder	0	0	0	0	0	1	1	0	1
resultasen	be	0	1	0	0	0	0	1	0	1
R.	respond	0	1	0	0	0	1	1	0	1
son	be	0	1	0	0	0	0	1	0	1
delineando	emerge	1	1	0	0	0	1	1	0	1
aleja	move	0	0	0	1	0	1	1	0	0
inmiscuido	involve	0	0	0	0	1	1	1	0	0
inmigrar	immigrate	0	1	1	0	1	1	1	0	1
escribimos	write	1	1	1	1	1	1	1	0	1
cumplían	meet	0	1	1	1	1	1	1	0	1
cuenten	have	1	1	1	0	0	1	1	0	1
implicarnos	involve	0	0	0	0	1	1	1	0	0
desusada	feel	1	1	1	0	0	0	1	0	1
autóctonos-	be	0	1	0	0	0	0	1	0	1
desde	be	0	1	0	0	0	0	1	0	1
enfrentarlos	play	1	1	1	1	1	1	1	0	1
periodos	time	0	0	1	0	1	0	1	0	1
tanteando	grip	0	0	0	0	0	1	1	0	0
alegrarnos	be	0	1	0	0	0	0	1	0	1
inmigran	immigrate	0	1	1	0	1	1	1	0	1
restringidos	restrict	0	0	-1	-1	0	1	1	0	1
constataba	notice	1	1	1	0	1	1	1	0	0
no­	be	0	1	0	0	0	0	1	0	1
vendidas	sell	0	0	0	0	1	1	1	0	1
asusten	frighten	0	-1	0	-1	0	1	0	-1	0
gestionará	manage	1	1	1	1	1	1	1	0	1
desintegró	disintegrate	0	-1	0	-1	0	0	0	0	0
recurrida	appeal	0	0	-1	-1	-1	1	1	0	0
impulsándose	carry	0	1	1	0	0	1	1	0	0
monitora	monitor	0	1	1	1	1	0	1	0	0
soy	be	0	1	0	0	0	0	1	0	1
ofrecí	give	0	1	1	0	0	0	1	0	1
fluorados	ban	0	-1	-1	-1	0	1	1	0	0
instaurando	introduce	1	1	1	1	1	1	1	1	1
moverte	consider	1	1	1	1	1	1	1	0	1
naming	name	0	1	1	1	1	1	1	0	1
genotipos	go	0	0	0	0	0	0	1	0	0
eternizan	reveal	0	0	0	1	0	1	1	0	0
eterno	last	0	0	0	0	0	-1	-1	0	0
perforaciones	drill	0	1	0	1	1	1	1	0	1
ocurriesen	happen	0	0	0	0	0	0	-1	0	0
esbozarse	be	0	1	0	0	0	0	1	0	1
despilfarre	squander	0	-1	1	1	1	1	1	-1	1
reparadas	repair	0	1	0	1	1	1	1	0	1
irremediablemente	force	0	0	0	-1	0	1	0	-1	0
empeñarnos	rush	0	0	-1	-1	1	1	1	-1	0
precisan	need	0	1	1	0	0	1	1	0	0
precisas	detail	0	0	0	1	0	0	1	0	0
precisar	specify	0	0	0	1	0	1	1	0	1
denostado	profit	1	0	1	0	1	1	1	0	1
otorgado	give	0	1	1	0	0	0	1	0	1
combatamos	combat	0	0	0	-1	0	1	1	0	0
ignominiosamente	further	1	1	1	1	0	1	1	0	1
extraigan	draw	0	0	1	1	1	1	0	0	0
otorgada	give	0	1	1	0	0	0	1	0	1
libramos	wage	0	1	1	1	1	1	1	0	1
emisión-	provide	1	1	1	1	1	1	1	0	1
edificando	build	1	1	1	1	1	1	1	0	1
invirtiéramos	invest	1	1	1	1	1	1	1	1	1
recolecta	collect	1	1	1	1	1	1	1	0	1
abrumadas	overwhelm	0	-1	-1	-1	0	1	-1	-1	0
poseedora	present	1	1	1	1	1	1	1	0	1
catastrales	land	0	0	1	0	0	1	1	0	1
especificación	specify	0	0	0	1	0	1	1	0	1
iban	be	0	1	0	0	0	0	1	0	1
globalmente	total	0	0	0	0	0	1	1	0	0
restringida	restrict	0	0	-1	-1	0	1	1	0	1
gaffe	make	0	0	0	1	0	0	1	0	0
similitudes	parallel	0	0	0	1	1	0	1	0	0
olía	do	1	1	1	0	0	1	1	0	1
ubicación	locate	0	1	0	1	1	1	1	0	0
plomo	lead	0	1	1	1	1	0	1	0	1
escucharan	listen	0	1	1	1	0	0	1	0	1
socavamos	undermine	0	-1	0	-1	0	1	0	0	0
Juris	be	0	1	0	0	0	0	1	0	1
convalecencia	recover	1	1	1	1	1	1	1	0	1
colocarlo	put	1	1	1	0	1	1	1	0	1
impuestas	impose	0	0	1	1	1	0	1	0	1
indignantes	annoy	0	-1	0	-1	0	1	0	-1	0
Harbour	say	0	0	0	0	0	0	1	0	0
cuadruplicación	quadruple	0	0	0	1	1	1	1	0	0
contásemos	have	1	1	1	0	0	1	1	0	1
germinar	grow	1	1	1	1	1	1	1	0	1
Desama	do	1	1	1	0	0	1	1	0	1
especialmente–	attach	0	0	1	1	1	1	1	0	0
seña	mark	0	1	0	0	0	1	1	0	0
multilingüismo	write	1	1	1	1	1	1	1	0	1
justificar-	justify	0	0	1	1	1	1	1	0	1
Évora-	put	1	1	1	0	1	1	1	0	1
estudié	study	1	0	1	1	1	1	1	0	1
aleccionador	like	1	1	1	1	0	1	1	1	1
armaría	be	0	1	0	0	0	0	1	0	1
operasen	operate	1	1	1	1	1	1	1	0	1
arrojadas	be	0	1	0	0	0	0	1	0	1
protestará	be	0	1	0	0	0	0	1	0	1
puestos-	sense	0	0	0	0	1	0	1	0	0
marchemos	leave	0	0	0	0	0	0	1	-1	0
ring	ring	0	1	0	1	0	-1	1	0	0
ventilarán	break	0	0	-1	-1	1	1	1	0	1
asignarlos	allocate	0	1	1	1	1	1	1	0	1
mejorando	improve	1	1	1	1	0	1	1	0	1
Hämäläinen	enable	1	1	0	1	1	1	1	1	0
Blottnitz	pursue	0	1	1	0	0	1	1	0	1
UE-Israel	raise	0	0	1	1	0	0	1	0	1
acudido	come	0	1	0	0	0	0	1	0	0
rodadura	roll	0	0	1	0	0	0	1	0	1
machaque	smash	0	-1	-1	-1	0	1	0	-1	0
preconizado	advocate	1	1	1	1	1	1	1	0	1
conseguí-	try	0	1	1	0	1	1	1	0	0
Helios	go	0	0	0	0	0	0	1	0	0
salirnos	stay	0	0	1	1	1	0	1	0	0
impugnando	challenge	0	1	-1	-1	1	1	1	-1	0
tipología	help	1	1	0	1	0	1	1	1	0
preconizada	recommend	1	1	1	1	1	1	1	1	1
implicaciones	involve	0	0	0	0	1	1	1	0	0
Detlev	comment	0	0	0	0	0	1	1	0	1
dominaba	dominate	1	0	1	0	1	1	1	0	1
Notas	conclude	1	1	1	1	0	1	1	0	1
enojado	annoy	0	-1	0	-1	0	1	0	-1	0
viejas	age	0	0	0	-1	0	1	1	0	0
sobrevivir	survive	-1	1	-1	0	1	-1	1	0	1
pelea	fight	-1	0	-1	-1	0	0	1	0	-1
reduciremos	reduce	0	0	0	-1	1	1	1	-1	0
multiplicidad	number	0	0	0	1	0	0	1	0	0
bajo	lower	-1	1	1	0	0	1	1	0	1
baja	lower	-1	1	1	0	0	1	1	0	1
arruinó	ruin	0	-1	0	-1	0	1	0	-1	-1
baje	down	0	0	0	0	0	0	1	0	0
apoyaron	support	1	1	1	1	0	1	1	1	1
Usted	be	0	1	0	0	0	0	1	0	1
sumideros	sink	0	0	0	-1	1	0	0	-1	0
posponiendo	postpone	0	0	0	-1	0	1	1	0	0
estandarización	assist	1	1	1	1	1	1	1	1	1
reivindicaban	be	0	1	0	0	0	0	1	0	1
ugandés	urge	1	1	1	1	0	1	1	1	1
FISCALIS	aim	0	0	0	1	1	0	1	0	1
demostrarles	show	1	1	1	0	1	0	1	0	0
solicitada	request	0	0	1	0	1	1	1	0	1
impartan	provide	1	1	1	1	1	1	1	0	1
colombiana	down	0	0	0	0	0	0	1	0	0
dilatoria	delay	-1	0	-1	-1	-1	0	1	0	-1
colombiano	have	1	1	1	0	0	1	1	0	1
ubique	locate	0	1	0	1	1	1	1	0	0
evade	evade	-1	0	-1	-1	1	-1	1	-1	1
estudio	study	1	0	1	1	1	1	1	0	1
abrumar	overwhelm	0	-1	-1	-1	0	1	-1	-1	0
reconfortante	comfort	1	1	1	1	0	1	1	1	1
ofreciéndose	offer	1	1	1	1	1	1	1	0	1
estudie	look	0	1	1	0	0	0	1	0	1
Visegrado	total	0	0	0	0	0	1	1	0	0
estudia	be	0	1	0	0	0	0	1	0	1
aspirantes	aspire	1	1	1	1	1	1	1	0	1
convencer	convince	1	0	0	1	0	1	1	0	1
existían	be	0	1	0	0	0	0	1	0	1
Enjuiciamiento	code	1	1	0	1	0	1	1	0	0
anticipatorias	level	0	1	1	1	1	0	1	0	1
abruman	be	0	1	0	0	0	0	1	0	1
burocracia	tape	0	0	0	0	0	1	1	0	0
redoblan	be	0	1	0	0	0	0	1	0	1
guardarían	be	0	1	0	0	0	0	1	0	1
sumados	combine	1	1	1	1	1	1	1	0	1
encaminados	aim	0	0	0	1	1	0	1	0	1
interceptadas	intercept	0	0	0	-1	0	1	1	-1	1
gasificado	cause	-1	-1	0	0	0	-1	0	0	0
corresponsables	share	1	1	1	0	1	1	1	0	1
Podía	can	0	0	0	0	0	1	1	0	1
agonía	slow	0	-1	0	-1	0	1	-1	0	0
tigres	sanction	0	-1	-1	-1	0	1	1	0	1
comisarías	station	0	0	0	0	1	0	1	0	0
redoblar	redouble	0	0	0	-1	0	1	1	0	0
yermo	dry	1	0	0	0	0	1	1	0	0
influenciables	be	0	1	0	0	0	0	1	0	1
arruina	ruin	0	-1	0	-1	0	1	0	-1	-1
sobrevivió	survive	-1	1	-1	0	1	-1	1	0	1
instruidas	educate	1	1	1	1	1	1	1	1	1
arruine	ruin	0	-1	0	-1	0	1	0	-1	-1
instaban	urge	1	1	1	1	0	1	1	1	1
imposibilitada	strap	0	0	0	-1	0	1	1	0	0
fetichismo	blind	0	0	-1	-1	0	1	1	0	0
dibujan	paint	1	1	1	1	1	1	1	0	1
llevarla	carry	0	1	1	0	0	1	1	0	0
atenuantes	mitigate	0	0	0	0	0	0	1	0	0
Akim	impair	0	-1	0	-1	0	1	-1	0	0
dificultando	make	0	0	0	1	0	0	1	0	0
discrepando	disagree	0	0	0	1	0	1	1	0	1
imposibilitado	make	0	0	0	1	0	0	1	0	0
soterrada	term	1	1	0	1	1	1	0	0	0
alguno	free	1	1	1	1	1	1	1	1	1
2005-2006	consider	1	1	1	1	1	1	1	0	1
mundiales	market	0	0	0	1	1	1	1	0	1
alguna	be	0	1	0	0	0	0	1	0	1
dirección	line	0	0	0	0	1	0	1	0	1
parecieran	be	0	1	0	0	0	0	1	0	1
triturar	crush	0	0	-1	-1	1	1	1	-1	0
patrulla	patrol	0	0	0	0	0	1	1	0	1
verde	signal	0	0	0	1	0	0	1	0	0
empezásemos	start	1	1	1	1	1	1	1	0	1
Web	shop	0	0	1	0	1	1	1	0	1
entusiasmarnos	carry	0	1	1	0	0	1	1	0	0
desterrado	banish	-1	-1	-1	-1	0	1	1	-1	1
citarme	quote	1	1	1	1	1	1	1	0	0
sacarían	show	1	1	1	0	1	0	1	0	0
condenables	condemn	0	0	-1	-1	0	1	1	0	0
pagarle	pay	0	0	-1	0	0	-1	1	0	-1
scoreboard	have	1	1	1	0	0	1	1	0	1
desterrada	be	0	1	0	0	0	0	1	0	1
pagarla	pay	0	0	-1	0	0	-1	1	0	-1
quejen	complain	0	0	0	0	0	1	1	0	1
parecen	seem	0	0	0	0	0	-1	0	0	0
vaciarse	erode	0	-1	0	-1	0	1	0	0	0
facilitadoras	enable	1	1	0	1	1	1	1	1	0
peana	set	0	0	1	1	1	1	1	0	1
localidades	place	0	0	1	1	1	1	1	0	1
persistirán	persist	0	0	0	0	0	1	1	0	1
aferren	rely	0	0	1	0	1	0	1	0	1
continuada	continue	1	1	1	1	1	0	1	0	1
desplazaremos	go	0	0	0	0	0	0	1	0	0
-subrayo-	need	0	1	1	0	0	1	1	0	0
tropezábamos	have	1	1	1	0	0	1	1	0	1
continuado	continue	1	1	1	1	1	0	1	0	1
imitando	imitate	1	1	1	1	1	1	1	0	1
precedente	set	0	0	1	1	1	1	1	0	1
convocando	convene	0	0	1	1	1	1	1	0	1
taparse	head	1	0	1	1	1	1	1	0	1
originaría	lead	0	1	1	1	1	0	1	0	1
culpabilizándoles	bear	0	0	0	0	1	1	1	0	0
reunión-	meet	0	1	1	1	1	1	1	0	1
votarán	vote	0	0	0	1	1	1	1	0	0
amorosos	require	0	1	1	0	1	1	1	0	0
irracionalidad	own	0	1	1	1	1	1	1	0	1
abordarían	address	1	1	0	1	1	1	1	0	1
acostumbrarse	grow	1	1	1	1	1	1	1	0	1
reconozcamos	acknowledge	0	1	1	1	1	0	1	0	1
desparecido	disappear	0	0	0	0	0	0	1	0	0
éticos	be	0	1	0	0	0	0	1	0	1
interregional	emerge	1	1	0	0	0	1	1	0	1
miraron	look	0	1	1	0	0	0	1	0	1
amplió	extend	0	1	1	1	1	1	1	0	1
correspondan	correspond	0	0	0	0	0	1	1	0	0
A-30	handle	0	1	0	1	0	1	1	0	1
disuada	discourage	0	0	-1	-1	0	1	1	-1	0
devorada	swallow	0	-1	1	1	0	1	1	0	1
disuade	deter	0	0	0	-1	0	1	1	-1	0
objetable	object	0	0	0	1	0	0	1	0	1
señorías	force	0	0	0	-1	0	1	0	-1	0
devorado	swallow	0	-1	1	1	0	1	1	0	1
culpaba	blame	-1	-1	-1	-1	-1	1	1	-1	-1
iniciaríamos	be	0	1	0	0	0	0	1	0	1
subvención	grant	0	0	1	1	0	1	1	0	1
inhabilitado	dismiss	0	0	-1	-1	0	0	1	-1	0
distanciarlos	distance	0	0	0	0	0	1	1	0	0
desmoronamiento	collapse	0	0	0	-1	0	1	1	0	0
aumentarían	increase	1	1	0	1	0	1	1	0	1
castigarán	punish	0	0	-1	-1	0	1	1	-1	-1
millones–	term	1	1	0	1	1	1	0	0	0
génica	desire	1	1	1	1	0	1	1	1	1
convertido	become	0	0	0	0	0	0	1	0	0
convertida	turn	0	0	0	0	0	0	1	0	0
consistan	consist	0	0	0	0	0	0	-1	0	0
EMU	date	0	0	1	0	1	0	1	0	1
conciudadanas	term	1	1	0	1	1	1	0	0	0
consiguieran	manage	1	1	1	1	1	1	1	0	1
creerle	believe	0	0	1	1	0	1	1	1	1
desorganizados	vote	0	0	0	1	1	1	1	0	0
segadas	cut	0	0	0	-1	0	0	1	0	0
creerlo	believe	0	0	1	1	0	1	1	1	1
observa	note	0	0	0	0	0	0	1	0	0
disuasoria	protect	1	1	1	1	0	1	1	1	1
encuadramiento	operate	1	1	1	1	1	1	1	0	1
disuasorio	act	0	0	0	0	0	0	1	0	0
aeropuerto	fly	0	1	1	0	0	0	1	0	1
frecuentar	glean	0	1	1	1	0	1	1	0	1
suavizara	be	0	1	0	0	0	0	1	0	1
alzado	sum	0	0	0	1	0	1	1	0	0
desaconseja	advise	1	1	1	1	0	1	1	1	1
suspicaz	excuse	0	0	0	0	0	0	1	0	1
desaconseje	be	0	1	0	0	0	0	1	0	1
cierto-	add	1	1	1	1	1	0	1	0	1
identificarnos	identify	0	0	-1	0	0	1	1	0	0
pesar-	regret	-1	0	-1	-1	-1	-1	1	0	-1
desaconsejo	warn	0	1	0	1	0	1	1	0	0
horrorizarme	bid	0	0	1	0	1	1	1	0	1
alzada	show	1	1	1	0	1	0	1	0	0
plicas	appear	1	0	1	0	0	1	1	0	1
mutuamente	reinforce	1	0	0	1	0	1	1	-1	0
amplio	base	0	1	1	1	1	1	1	0	1
escollo	stumble	0	-1	0	0	0	1	1	0	1
amplia	overwhelm	0	-1	-1	-1	0	1	-1	-1	0
acortarlo	cut	0	0	0	-1	0	0	1	0	0
valorización	value	1	1	1	1	0	1	1	1	1
concretada	be	0	1	0	0	0	0	1	0	1
extensa	detail	0	0	0	1	0	0	1	0	0
alquileres	rent	1	1	1	1	1	1	1	0	1
cuatros	fund	1	1	1	1	1	1	1	0	1
empeñaron	be	0	1	0	0	0	0	1	0	1
encomiables	commend	1	1	1	1	1	1	1	1	1
presentados	present	1	1	1	1	1	1	1	0	1
concretado	specify	0	0	0	1	0	1	1	0	1
ambiente	concern	1	-1	0	-1	0	1	1	-1	0
meteremos	expose	0	0	0	0	0	1	0	0	0
obligatorias	be	0	1	0	0	0	0	1	0	1
bienintencionadas	fine	0	1	1	1	1	1	1	1	1
resistentes	be	0	1	0	0	0	0	1	0	1
implique	involve	0	0	0	0	1	1	1	0	0
conmocionando	shock	0	0	0	-1	0	1	-1	-1	0
suministrar	supply	0	0	1	1	1	1	1	0	1
exijan	demand	0	0	1	1	0	1	1	0	1
reunirán	meet	0	1	1	1	1	1	1	0	1
discriminemos	discriminate	0	0	1	1	0	1	1	0	0
suministran	supply	0	0	1	1	1	1	1	0	1
asignados	allocate	0	1	1	1	1	1	1	0	1
analizaron	be	0	1	0	0	0	0	1	0	1
Lothar	repair	0	1	0	1	1	1	1	0	1
respondan	respond	0	1	0	0	0	1	1	0	1
quedarme	stay	0	0	1	1	1	0	1	0	0
antiobrera	step	1	1	1	1	1	0	1	0	1
vaciando	empty	0	0	0	1	0	0	1	0	0
concentrando	concentrate	0	0	0	0	1	1	0	0	0
acabásemos	end	0	1	0	0	1	0	1	0	0
inválidos	disable	0	0	0	-1	0	0	1	0	0
moderna	market	0	0	0	1	1	1	1	0	1
Marraquech	end	0	1	0	0	1	0	1	0	0
50-50	be	0	1	0	0	0	0	1	0	1
armamentos	arm	0	0	0	-1	0	1	0	-1	0
cuando	time	0	0	1	0	1	0	1	0	1
intocables	remain	0	0	0	0	0	0	1	0	0
compadecer	express	-1	0	0	0	1	0	1	0	0
inenarrables	have	1	1	1	0	0	1	1	0	1
enviando	send	1	1	1	0	1	1	1	0	1
necesitadas	need	0	1	1	0	0	1	1	0	0
despertando	wake	1	0	0	0	0	1	1	-1	0
contrario	hand	1	1	0	1	1	1	1	0	1
maltratan	abuse	1	-1	-1	-1	0	1	1	-1	-1
proclamadas	proclaim	1	1	1	1	1	1	1	0	1
INEC	carry	0	1	1	0	0	1	1	0	0
contraria	run	0	1	1	1	1	1	1	0	1
partíamos	have	1	1	1	0	0	1	1	0	1
saldos	balance	0	1	1	1	0	1	1	0	1
discurrido	be	0	1	0	0	0	0	1	0	1
cubiertos	cover	0	0	0	1	1	1	1	0	0
vertiente	side	0	0	0	0	1	0	1	0	0
almohada	sleep	0	1	0	0	1	1	1	0	1
transformarlos	convert	0	0	1	1	1	1	1	0	1
EUROJUST	pursue	0	1	1	0	0	1	1	0	1
intercambia	exchange	0	0	1	0	1	0	1	0	0
rodean	surround	0	0	-1	0	1	1	1	0	1
llamamientos	call	0	0	1	1	0	1	1	0	1
espejismo	think	0	0	1	1	1	1	1	1	0
determinarlo	determine	0	0	0	0	0	0	1	0	1
intercambio	exchange	0	0	1	0	1	0	1	0	0
inyectaron	inject	0	1	1	0	0	1	1	0	1
condenas	sentence	-1	1	-1	-1	0	1	1	-1	0
milenio	approach	0	1	1	0	1	1	1	0	1
convencionales	be	0	1	0	0	0	0	1	0	1
contrapunto	oppose	0	0	-1	-1	0	1	1	0	-1
indicarles	point	0	0	0	0	1	0	1	0	0
aseguraría	guarantee	1	1	1	1	1	1	1	1	1
traspasan	cross	0	1	1	0	1	1	1	0	1
pernoctaciones	stay	0	0	1	1	1	0	1	0	0
ensalzan	be	0	1	0	0	0	0	1	0	1
sondeando	sound	1	0	0	1	0	1	0	0	0
rodear	surround	0	0	-1	0	1	1	1	0	1
adaptaran	adapt	0	1	1	1	1	1	1	0	1
arreglado	manage	1	1	1	1	1	1	1	0	1
invariables	see	1	1	1	1	1	1	1	0	1
otorgasen	be	0	1	0	0	0	0	1	0	1
celebrarán	be	0	1	0	0	0	0	1	0	1
incluye	include	1	1	1	1	1	1	1	1	0
buey	quote	1	1	1	1	1	1	1	0	0
incluya	include	1	1	1	1	1	1	1	1	0
codifiquen	codify	0	1	1	1	1	1	1	0	1
fonogramas	record	1	1	1	1	1	1	1	0	1
hurgando	do	1	1	1	0	0	1	1	0	1
muchachos	can	0	0	0	0	0	1	1	0	1
Fiji	do	1	1	1	0	0	1	1	0	1
