sv Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
statliga	state	0	1	1	1	0	1	1	0	0
restaurang	begin	1	1	1	1	0	1	1	0	1
hygienbestämmelser	rule	1	1	1	1	1	1	1	0	1
säkerhetsrådgivare	employ	1	1	1	1	1	1	1	0	1
uppgick	amount	0	0	0	1	0	0	1	0	0
bolagsrätt	field	0	0	1	1	1	1	1	0	0
yttranden	remark	0	0	0	0	0	1	1	-1	1
maktpositioner	position	0	0	0	1	0	1	1	0	0
handelstillväxten	trade	0	1	1	1	1	1	1	0	1
brottsofferstöd	support	1	1	1	1	0	1	1	1	1
infogade	include	1	1	1	1	1	1	1	1	0
stridsåtgärder	take	1	1	1	0	1	1	1	0	1
ålderskategori	age	0	0	0	-1	0	1	1	0	0
point	point	0	0	0	0	1	0	1	0	0
frustrationerna	meet	0	1	1	1	1	1	1	0	1
folkmord	act	0	0	0	0	0	0	1	0	0
suveränitetens	relinquish	0	1	1	1	-1	1	1	0	-1
Korridor	cut	0	0	0	-1	0	0	1	0	0
genomförandestadiet	stage	0	1	1	1	1	0	1	0	1
samstämt	coordinate	0	0	0	1	0	-1	0	0	0
tidsplaner	schedule	1	1	1	1	1	1	1	0	1
vidarebosättningen	resettle	0	0	0	-1	1	1	1	-1	1
brevledes	write	1	1	1	1	1	1	1	0	1
däck	criticize	-1	0	-1	-1	0	0	1	-1	-1
intresseprioriteringarna	meet	0	1	1	1	1	1	1	0	1
sysselsättningskapitlet	deal	0	0	0	0	0	0	0	0	0
myndighetsprojekt	project	0	0	1	1	1	1	1	0	1
lyfts	be	0	1	0	0	0	0	1	0	1
viseringsförteckningen	list	0	0	0	1	0	0	1	0	1
kreditåtstramningar	credit	1	0	1	1	1	1	1	1	1
marknadsdeltagarnas	market	0	0	0	1	1	1	1	0	1
genant	embarrass	0	-1	0	-1	0	1	0	-1	0
genomförandereglerna	rule	1	1	1	1	1	1	1	0	1
lyfta	highlight	1	1	1	1	0	1	1	0	1
direktsändningar	live	1	1	1	1	1	1	1	0	1
lyfte	highlight	1	1	1	1	0	1	1	0	1
verifierbar	reiterate	0	1	0	1	1	1	1	0	0
övergångsordförandeskap	close	0	1	1	0	0	1	1	0	1
avtalsramarna	share	1	1	1	0	1	1	1	0	1
kantats	be	0	1	0	0	0	0	1	0	1
operera	operate	1	1	1	1	1	1	1	0	1
trespråkig	bid	0	0	1	0	1	1	1	0	1
Bohunice	study	1	0	1	1	1	1	1	0	1
barnreklam	carry	0	1	1	0	0	1	1	0	0
skatteregler	tax	0	0	1	1	1	0	1	0	1
styrande	rule	1	1	1	1	1	1	1	0	1
kummelbeståndet	stock	0	0	1	1	1	1	1	0	1
tillförsäkrar	guarantee	1	1	1	1	1	1	1	1	1
utvecklingsbehovet	need	0	1	1	0	0	1	1	0	0
effektiva	streamline	0	1	0	1	1	1	1	0	1
marknadsfördes	market	0	0	0	1	1	1	1	0	1
skogsregister	register	1	0	1	0	1	1	1	0	0
utvecklingsbehoven	need	0	1	1	0	0	1	1	0	0
beundransvärda	be	0	1	0	0	0	0	1	0	1
marknadsfördel	market	0	0	0	1	1	1	1	0	1
Stockholm	schedule	1	1	1	1	1	1	1	0	1
nationalstaters	state	0	1	1	1	0	1	1	0	0
förpassning	be	0	1	0	0	0	0	1	0	1
Malmströms	set	0	0	1	1	1	1	1	0	1
landsnivå	level	0	1	1	1	1	0	1	0	1
kummelbestånden	stock	0	0	1	1	1	1	1	0	1
utplaceringen	deploy	0	0	0	0	1	1	1	0	1
effektivt	value	1	1	1	1	0	1	1	1	1
etikfrågan	issue	0	0	0	1	0	1	1	0	0
extraterritoriellt	offend	0	-1	-1	-1	0	1	0	-1	-1
Guigou	count	0	0	1	1	1	1	1	0	1
mobiltelefonanvändning	telephone	1	1	1	1	1	1	1	1	1
tillbud	be	0	1	0	0	0	0	1	0	1
energisäkerheten	supply	0	0	1	1	1	1	1	0	1
säkerhetsnormer	fly	0	1	1	0	0	0	1	0	1
odlingssäsongen	do	1	1	1	0	0	1	1	0	1
kooperera	have	1	1	1	0	0	1	1	0	1
fulländas	be	0	1	0	0	0	0	1	0	1
elektricitetshandel	track	-1	1	-1	-1	1	1	1	-1	1
fulländat	perfect	1	1	1	1	1	1	1	0	1
helat	heal	1	1	0	1	0	1	1	1	0
kodas	be	0	1	0	0	0	0	1	0	1
nedläggningar	down	0	0	0	0	0	0	1	0	0
anonym	group	0	0	0	1	1	0	1	0	1
maktmissbruk	abuse	1	-1	-1	-1	0	1	1	-1	-1
dyrbara	fine	0	1	1	1	1	1	1	1	1
regelfrågor	issue	0	0	0	1	0	1	1	0	0
utbildningsmoment	train	1	1	1	1	1	1	1	1	1
insatsförmågan	need	0	1	1	0	0	1	1	0	0
Habsburg-Lothringen	have	1	1	1	0	0	1	1	0	1
avgiftsprinciper	phase	0	0	0	1	1	0	1	0	0
vansinnet	have	1	1	1	0	0	1	1	0	1
biståndsgivande	aid	1	1	1	1	0	1	1	1	1
Vitrysslandsfrågan	issue	0	0	0	1	0	1	1	0	0
intressets	major	0	1	0	0	1	1	1	0	1
målorganismers	target	0	0	0	1	0	0	0	0	0
skyddsorder	order	0	0	0	-1	0	0	1	0	0
termiska	relate	0	1	1	1	0	1	1	0	1
minimireserver	reserve	0	0	1	0	1	1	1	0	1
handelstransporterna	need	0	1	1	0	0	1	1	0	0
patenterbara	make	0	0	0	1	0	0	1	0	0
bakgrundsmaterial	work	1	1	1	1	0	1	1	0	1
bredde	spread	-1	-1	0	1	0	-1	1	0	0
mångfunktionalitet	weight	0	-1	0	1	0	1	-1	0	0
konstruktionsfel	design	1	1	1	1	1	1	1	0	1
släppas	be	0	1	0	0	0	0	1	0	1
demonstrerades	demonstrate	0	0	1	1	0	1	1	0	1
trädeskvot	rate	0	1	0	1	0	0	1	0	0
frihandelsregler	rule	1	1	1	1	1	1	1	0	1
tyskakunskaper	become	0	0	0	0	0	0	1	0	0
utstationerats	post	0	1	1	1	0	1	1	0	1
utbildande	sport	1	0	1	1	1	1	1	0	1
servicekvalitet	enjoy	1	1	1	1	1	1	1	1	1
plundringsaktioner	commit	-1	-1	0	0	-1	0	1	0	-1
överhopade	weight	0	-1	0	1	0	1	-1	0	0
EU-bygget	construct	1	1	1	1	1	1	1	0	1
sammandrabbning	clash	0	0	0	-1	0	1	1	0	0
hamna	be	0	1	0	0	0	0	1	0	1
dumheter	create	1	1	0	1	1	1	1	0	0
användningsvillkoren	bring	0	0	1	1	0	0	1	0	0
förarutbildningen	train	1	1	1	1	1	1	1	1	1
sponsrar	sponsor	1	1	1	1	1	1	1	0	1
sponsras	sponsor	1	1	1	1	1	1	1	0	1
forcerade	force	0	0	0	-1	0	1	0	-1	0
EU-förordningar	concern	1	-1	0	-1	0	1	1	-1	0
livsfrågor	provide	1	1	1	1	1	1	1	0	1
erläggas	be	0	1	0	0	0	0	1	0	1
vårdnad	care	1	1	1	1	0	1	1	0	1
utmed	down	0	0	0	0	0	0	1	0	0
skrotningsfonden	fund	1	1	1	1	1	1	1	0	1
skattesatserna	rate	0	1	0	1	0	0	1	0	0
piskades	receive	1	1	1	0	1	1	1	0	1
samarbetspolitik	pursue	0	1	1	0	0	1	1	0	1
reklammaterial	promote	1	1	1	1	1	1	1	0	1
partnerskapsinitiativ	be	0	1	0	0	0	0	1	0	1
inlandsområden	do	1	1	1	0	0	1	1	0	1
miljöriskerna	risk	-1	0	-1	0	-1	0	1	0	-1
övertänkt	think	0	0	1	1	1	1	1	1	0
parentes	pass	0	1	0	0	0	1	1	0	0
kraftig	major	0	1	0	0	1	1	1	0	1
invandrarproblem	go	0	0	0	0	0	0	1	0	0
slängas	be	0	1	0	0	0	0	1	0	1
minareter	decide	1	1	1	1	0	1	1	0	1
vinkel	point	0	0	0	0	1	0	1	0	0
prognos	forecast	0	0	0	0	0	0	1	0	1
börskrisen	market	0	0	0	1	1	1	1	0	1
Pörtschach	discuss	1	1	0	1	1	1	1	0	1
utfärdats	issue	0	0	0	1	0	1	1	0	0
kapitel	issue	0	0	0	1	0	1	1	0	0
mördandet	murder	0	-1	-1	-1	-1	1	0	-1	-1
personkampanj	increase	1	1	0	1	0	1	1	0	1
penta	picture	0	0	0	0	0	1	1	0	0
koncessionsföretagen	repair	0	1	0	1	1	1	1	0	1
Internetanvändarna	have	1	1	1	0	0	1	1	0	1
undervärderade	underestimate	0	-1	0	-1	-1	1	1	-1	-1
skott	shoot	0	0	0	-1	0	-1	1	-1	0
språkkunskaperna	increase	1	1	0	1	0	1	1	0	1
destillerats	have	1	1	1	0	0	1	1	0	1
anför	cite	0	1	0	0	1	1	1	0	1
biprodukter	derive	1	1	1	0	1	1	1	0	1
Nielsons	say	0	0	0	0	0	0	1	0	0
skarpaste	term	1	1	0	1	1	1	0	0	0
utvisningen	be	0	1	0	0	0	0	1	0	1
beviskriterier	arise	0	0	0	0	0	1	1	0	0
transportbidrag	transport	0	1	0	1	1	1	1	0	0
planteringar	plant	1	1	1	1	1	1	1	0	1
representanter	represent	0	1	0	1	0	1	1	0	0
Kenyas	be	0	1	0	0	0	0	1	0	1
regleringsbördan	burden	0	-1	-1	-1	-1	0	1	0	-1
människovärde	value	1	1	1	1	0	1	1	1	1
Solidaritet	reflect	0	0	0	0	0	0	1	0	0
1960	back	1	1	1	1	1	1	1	1	1
alternativt	omit	0	0	-1	0	1	1	1	0	0
analytiskt	approach	0	1	1	0	1	1	1	0	1
1961	amend	1	1	1	1	1	1	1	0	1
opersonliga	receive	1	1	1	0	1	1	1	0	1
examination	word	0	1	0	0	0	0	1	0	0
varslat	announce	1	1	1	1	1	1	1	0	1
realpriset	price	0	0	1	1	1	0	1	0	1
telefonabonnemang	telephone	1	1	1	1	1	1	1	1	1
busshållplats	bus	0	0	0	0	0	1	1	0	1
företog	undertake	1	1	1	1	0	1	1	0	1
säkerhetsöverträdelser	breach	0	-1	0	-1	0	1	1	-1	0
alternativa	substitute	0	1	1	1	1	1	1	0	1
krocka	clash	0	0	0	-1	0	1	1	0	0
EU-anhängarna	do	1	1	1	0	0	1	1	0	1
rådfrågar	consult	1	1	1	1	1	1	1	1	1
transporttjänster	transport	0	1	0	1	1	1	1	0	0
byggnadsuppdrag	believe	0	0	1	1	0	1	1	1	1
strävandet	strive	1	1	1	1	1	0	1	0	1
riskpremier	risk	-1	0	-1	0	-1	0	1	0	-1
delges	be	0	1	0	0	0	0	1	0	1
EU-bestämmelser	rule	1	1	1	1	1	1	1	0	1
fordonsregistrerande	restrict	0	0	-1	-1	0	1	1	0	1
utrikeshandelsbalansen	reduce	0	0	0	-1	1	1	1	-1	0
sjöfartsforskning	research	0	-1	1	1	1	1	1	0	1
Christopher	feed	1	1	1	1	0	1	1	1	1
strävanden	attempt	0	0	1	0	1	0	1	0	0
transporttjänsten	make	0	0	0	1	0	0	1	0	0
högsta	top	0	0	1	0	1	1	1	0	1
EU-finansieringens	fund	1	1	1	1	1	1	1	0	1
oförminskade	sustain	0	1	1	1	1	1	1	1	1
kreditgivning	credit	1	0	1	1	1	1	1	1	1
Svartahavssynergin	support	1	1	1	1	0	1	1	1	1
skrivelserna	forward	1	1	0	1	1	1	1	0	1
förutbestämd	play	1	1	1	1	1	1	1	0	1
traps	trap	0	0	0	-1	0	0	0	-1	0
sväljer	swallow	0	-1	1	1	0	1	1	0	1
fyndigheterna	deposit	0	0	0	-1	1	1	1	0	1
tillit	trust	1	1	1	1	1	1	1	1	1
elförsörjningen	supply	0	0	1	1	1	1	1	0	1
Maliakosbukten	propose	0	1	1	1	0	0	1	0	1
ovannämnda	mention	0	1	0	0	0	1	1	0	0
löner	wage	0	1	1	1	1	1	1	0	1
kompenserande	compensate	0	0	0	1	0	1	1	1	0
indonesiska	include	1	1	1	1	1	1	1	1	0
placeringsfonder	fund	1	1	1	1	1	1	1	0	1
utbetalt	award	1	1	1	1	0	1	1	0	1
kristiderna	time	0	0	1	0	1	0	1	0	1
kolonialtiden	time	0	0	1	0	1	0	1	0	1
korrigeringarna	support	1	1	1	1	0	1	1	1	1
tragedins	scale	0	0	0	0	0	0	1	0	0
front-loading	apply	0	1	1	1	1	1	1	0	1
betänka	mind	0	0	1	1	1	1	1	0	1
vardagsarbete	work	1	1	1	1	0	1	1	0	1
dröjer	be	0	1	0	0	0	0	1	0	1
utreddes	investigate	0	1	0	0	1	1	1	0	0
utbetald	be	0	1	0	0	0	0	1	0	1
strukturfrämjande	support	1	1	1	1	0	1	1	1	1
täpper	close	0	1	1	0	0	1	1	0	1
utbetala	pay	0	0	-1	0	0	-1	1	0	-1
gruppera	group	0	0	0	1	1	0	1	0	1
lyhördheten	be	0	1	0	0	0	0	1	0	1
omprioriteringar	change	0	1	0	1	0	1	1	0	1
handlingsramarna	advance	0	1	1	1	1	0	1	0	1
studietid	study	1	0	1	1	1	1	1	0	1
avgasgränsvärdena	exhaust	0	0	0	-1	-1	1	1	0	-1
stamcellsforskningens	stem	0	0	-1	0	1	1	1	0	0
försökte	try	0	1	1	0	1	1	1	0	0
Hendrick	claim	1	1	1	0	1	1	1	0	1
rådlös	leave	0	0	0	0	0	0	1	-1	0
utgiftsstruktur	structure	1	1	0	1	1	1	1	0	0
bekräftas	confirm	1	1	1	1	1	1	1	0	1
smugglades	smuggle	0	0	-1	-1	1	1	0	-1	1
rationaliseringsåtgärder	measure	0	1	0	0	0	0	1	0	1
bekräftat	confirm	1	1	1	1	1	1	1	0	1
personalomsättning	staff	1	1	1	1	1	1	1	0	1
avfallsvattnet	water	0	-1	0	-1	0	1	1	0	1
delegation	team	0	0	0	1	1	0	1	0	1
importörerna	bear	0	0	0	0	1	1	1	0	0
grattis	say	0	0	0	0	0	0	1	0	0
hälsoaspekten	view	0	0	0	1	0	1	1	0	0
OECD-rapporten	report	0	0	-1	1	0	0	1	0	-1
Dakar	term	1	1	0	1	1	1	0	0	0
slutresultat	result	0	0	0	0	1	0	1	0	0
njutningsmedel	base	0	1	1	1	1	1	1	0	1
infall	become	0	0	0	0	0	0	1	0	0
rökte	smoke	0	0	1	-1	0	1	1	0	1
transfettsyror	form	1	1	1	1	1	1	1	0	1
essai	progress	1	1	0	1	1	1	1	0	1
utredningsresultaten	result	0	0	0	0	1	0	1	0	0
utvecklingshjälp	aid	1	1	1	1	0	1	1	1	1
förskoleåldern	age	0	0	0	-1	0	1	1	0	0
fattigdomströskeln	line	0	0	0	0	1	0	1	0	1
överlämning	transfer	0	0	0	0	0	1	1	0	0
överenskommet	agree	0	0	0	0	1	1	1	0	1
Erasmus-stipendierna	grant	0	0	1	1	0	1	1	0	1
minoritetsgrupperna	group	0	0	0	1	1	0	1	0	1
mediekanaler	channel	0	0	0	0	0	0	1	0	0
Togo	appear	1	0	1	0	0	1	1	0	1
hörande	relate	0	1	1	1	0	1	1	0	1
bestraffades	punish	0	0	-1	-1	0	1	1	-1	-1
överenskommen	agree	0	0	0	0	1	1	1	0	1
1990-1996	lose	0	0	0	-1	-1	1	1	0	-1
avbokade	cancel	0	0	-1	-1	0	1	1	0	0
expertmöte	meet	0	1	1	1	1	1	1	0	1
beslutsförförandena	see	1	1	1	1	1	1	1	0	1
tvingat	force	0	0	0	-1	0	1	0	-1	0
hålen	hole	0	0	0	-1	1	0	1	0	0
laglösa	be	0	1	0	0	0	0	1	0	1
BSE-problemet	sort	0	0	0	1	0	1	1	0	0
biståndsorganen	aid	1	1	1	1	0	1	1	1	1
gruvindustri	mine	0	0	0	1	0	1	1	0	0
köpkraften	power	1	0	0	0	0	0	1	0	1
hänsynslöshet	be	0	1	0	0	0	0	1	0	1
östutvidgningen	process	0	0	1	1	1	1	1	0	0
folkhälsoarbetet	work	1	1	1	1	0	1	1	0	1
drogbekämpning	combat	0	0	0	-1	0	1	1	0	0
kontrollram	control	1	0	1	0	1	1	1	0	1
gårdagskvällens	last	0	0	0	0	0	-1	-1	0	0
laglöst	control	1	0	1	0	1	1	1	0	1
ansvarsområde	fall	0	0	0	-1	-1	0	1	0	-1
säkerhetstjänst	force	0	0	0	-1	0	1	0	-1	0
hälsoaspekterna	account	0	0	0	0	0	1	1	0	0
mottagarstaterna	state	0	1	1	1	0	1	1	0	0
tjänsteområdet	field	0	0	1	1	1	1	1	0	0
anteckningarna	note	0	0	0	0	0	0	1	0	0
biljetten	be	0	1	0	0	0	0	1	0	1
ockuperade	occupy	0	0	0	0	1	1	1	0	1
städpersonalen	clean	0	1	1	1	0	0	1	0	1
tobaksmissbruket	smoke	0	0	1	-1	0	1	1	0	1
bekräftad	confirm	1	1	1	1	1	1	1	0	1
frusits	freeze	0	0	0	0	0	1	0	-1	0
högteknologi	advance	0	1	1	1	1	0	1	0	1
digitalisera	provide	1	1	1	1	1	1	1	0	1
handelsresande	give	0	1	1	0	0	0	1	0	1
rissorter	be	0	1	0	0	0	0	1	0	1
gasleveranser	supply	0	0	1	1	1	1	1	0	1
uppfattningar	view	0	0	0	1	0	1	1	0	0
skattetryck	tax	0	0	1	1	1	0	1	0	1
investeringsfrihet	average	0	1	0	0	0	1	1	0	1
jurisdiktioner	base	0	1	1	1	1	1	1	0	1
konsumentskyddsreglerna	rule	1	1	1	1	1	1	1	0	1
hjälparbete	aid	1	1	1	1	0	1	1	1	1
anonymt	consist	0	0	0	0	0	0	-1	0	0
ordnad	order	0	0	0	-1	0	0	1	0	0
integrationens	process	0	0	1	1	1	1	1	0	0
idioten	fool	0	-1	-1	-1	0	1	1	-1	1
FN-inspektörernas	disarm	0	0	0	-1	0	1	0	-1	0
Strauss	shed	0	1	0	0	0	1	1	0	0
taxichaufförerna	lead	0	1	1	1	1	0	1	0	1
otillräckligheter	wage	0	1	1	1	1	1	1	0	1
anonyma	orphan	0	-1	1	1	0	0	1	0	1
tillvaro	live	1	1	1	1	1	1	1	0	1
omtydas	be	0	1	0	0	0	0	1	0	1
avgasvärden	value	1	1	1	1	0	1	1	1	1
ordnat	arrange	1	1	1	1	1	1	1	0	1
drogerna	be	0	1	0	0	0	0	1	0	1
våren	spring	1	1	1	1	1	1	1	0	1
bruttolönen	do	1	1	1	0	0	1	1	0	1
tillvara	seize	0	0	0	0	1	0	1	-1	1
ordnar	arrange	1	1	1	1	1	1	1	0	1
ordnas	be	0	1	0	0	0	0	1	0	1
utgiftsbehoven	need	0	1	1	0	0	1	1	0	0
planens	plan	1	1	1	1	1	1	1	0	1
gärna	like	1	1	1	1	0	1	1	1	1
NUTS-indelningen	arise	0	0	0	0	0	1	1	0	0
förödande	devastate	1	-1	0	-1	0	1	-1	-1	0
välbalanserat	balance	0	1	1	1	0	1	1	0	1
genetiskt	release	0	0	0	1	0	1	1	1	1
sänglinne	go	0	0	0	0	0	0	1	0	0
säkerhetspolisens	police	0	0	0	-1	0	1	1	0	0
gedigen	sound	1	0	0	1	0	1	0	0	0
elektricitet	generate	0	0	1	1	1	1	1	0	1
kanadensare	watch	1	1	1	1	1	1	1	0	1
terroristgruppernas	group	0	0	0	1	1	0	1	0	1
förgriper	assault	0	-1	-1	-1	0	1	1	-1	0
världshandelssystemet	trade	0	1	1	1	1	1	1	0	1
gediget	sound	1	0	0	1	0	1	0	0	0
samexisterar	coexist	0	1	0	0	1	1	1	0	1
reformnivån	do	1	1	1	0	0	1	1	0	1
Londonkonferensen	give	0	1	1	0	0	0	1	0	1
europatanken	bring	0	0	1	1	0	0	1	0	0
basstationerna	station	0	0	0	0	1	0	1	0	0
straff-	be	0	1	0	0	0	0	1	0	1
federalismen	go	0	0	0	0	0	0	1	0	0
ridå	screen	0	0	0	0	0	1	1	0	1
försvarsstyrkor	force	0	0	0	-1	0	1	0	-1	0
ministerkonferens	hold	0	1	1	1	1	1	1	0	1
kostnadsutvecklingen	cost	0	-1	0	0	0	0	1	-1	0
tortyrflygningar	torture	0	-1	0	-1	0	1	0	-1	0
ilskan	anger	0	-1	0	-1	0	1	0	-1	0
strukturfondsåtgärderna	measure	0	1	0	0	0	0	1	0	1
ofelbart	reason	0	0	0	0	0	0	1	0	1
förspills	be	0	1	0	0	0	0	1	0	1
Jordaniens	lie	0	0	0	0	0	1	1	0	0
EU-normen	practice	0	0	1	1	0	0	1	0	0
bilagan	annex	0	0	1	1	1	1	1	0	1
miljöskyddssynpunkt	term	1	1	0	1	1	1	0	0	0
turkiskt	bring	0	0	1	1	0	0	1	0	0
lagstiftningsram	guarantee	1	1	1	1	1	1	1	1	1
förspilla	waste	0	-1	0	-1	-1	1	1	0	-1
foderproducenter	feed	1	1	1	1	0	1	1	1	1
kolutsläpp	emit	0	0	0	0	0	0	1	0	0
effektivitetsrevolution	lie	0	0	0	0	0	1	1	0	0
skattefakta	include	1	1	1	1	1	1	1	1	0
märkesprodukter	brand	0	0	0	1	1	0	1	0	1
handbok	guide	0	0	1	1	1	1	1	1	1
betänkand	put	1	1	1	0	1	1	1	0	1
löneläget	be	0	1	0	0	0	0	1	0	1
referensbeloppen	amount	0	0	0	1	0	0	1	0	0
segling	sail	1	1	1	1	1	1	1	0	1
inblandande	involve	0	0	0	0	1	1	1	0	0
Sarkozyplanen	build	1	1	1	1	1	1	1	0	1
utrotningslägret	camp	0	0	1	0	1	1	1	0	1
vårdande	care	1	1	1	1	0	1	1	0	1
kvalifikationer	qualify	1	1	0	1	0	1	1	1	0
regelarbitrage	be	0	1	0	0	0	0	1	0	1
stämd	feel	1	1	1	0	0	0	1	0	1
Timorproblemet	say	0	0	0	0	0	0	1	0	0
planet	level	0	1	1	1	1	0	1	0	1
inkomstfördelningen	be	0	1	0	0	0	0	1	0	1
underminerar	undermine	0	-1	0	-1	0	1	0	0	0
undermineras	be	0	1	0	0	0	0	1	0	1
direktivtexten	involve	0	0	0	0	1	1	1	0	0
bestraffningsform	form	1	1	1	1	1	1	1	0	1
kvalifikationen	go	0	0	0	0	0	0	1	0	0
tillsynsreglerna	rule	1	1	1	1	1	1	1	0	1
indrivning	collect	1	1	1	1	1	1	1	0	1
stäms	be	0	1	0	0	0	0	1	0	1
stämt	be	0	1	0	0	0	0	1	0	1
slutändan	end	0	1	0	0	1	0	1	0	0
myndig	age	0	0	0	-1	0	1	1	0	0
Roth-Berend	have	1	1	1	0	0	1	1	0	1
idioter	fool	0	-1	-1	-1	0	1	1	-1	1
julmässa	interrupt	0	0	-1	-1	0	1	1	-1	0
borrning	drill	0	1	0	1	1	1	1	0	1
energibesparingspotentialen	be	0	1	0	0	0	0	1	0	1
bussförare	bus	0	0	0	0	0	1	1	0	1
Lindh	make	0	0	0	1	0	0	1	0	0
mikrokreditinstrumentet	finance	1	1	1	1	1	1	1	0	1
paniklagstiftning	leave	0	0	0	0	0	0	1	-1	0
inskränks	be	0	1	0	0	0	0	1	0	1
neuropsykiatriska	bore	0	0	1	1	1	1	1	0	0
antydningar	hint	0	0	0	0	0	0	1	0	0
talesmannen	matter	0	0	0	-1	0	1	1	0	0
slaktning	slaughter	0	-1	-1	-1	0	1	0	-1	1
-befrielse	provide	1	1	1	1	1	1	1	0	1
massakrerade	massacre	0	-1	-1	-1	0	1	1	-1	0
konkurrensprincipen	run	0	1	1	1	1	1	1	0	1
marknadsstruktur	market	0	0	0	1	1	1	1	0	1
elda	burn	0	-1	-1	-1	0	1	1	-1	0
researrangören	tour	0	1	0	0	1	1	1	0	1
grävts	be	0	1	0	0	0	0	1	0	1
frestelsen	succumb	0	-1	0	-1	-1	1	1	-1	-1
riskreducering	risk	-1	0	-1	0	-1	0	1	0	-1
lönehöjningarna	wage	0	1	1	1	1	1	1	0	1
eller	be	0	1	0	0	0	0	1	0	1
biståndsåtaganden	aid	1	1	1	1	0	1	1	1	1
arbetskraftsutbudet	supply	0	0	1	1	1	1	1	0	1
avreglering	open	1	1	1	1	0	0	1	0	1
bragdes	be	0	1	0	0	0	0	1	0	1
Detta	form	1	1	1	1	1	1	1	0	1
forskningssektorn	research	0	-1	1	1	1	1	1	0	1
startandet	launch	1	1	1	1	1	1	1	0	1
COP-7	need	0	1	1	0	0	1	1	0	0
investeringsbolagen	own	0	1	1	1	1	1	1	0	1
fakturering	bill	0	0	1	1	1	1	1	0	1
frestelser	give	0	1	1	0	0	0	1	0	1
instängd	shut	1	0	0	0	0	0	1	0	0
larmknappar	be	0	1	0	0	0	0	1	0	1
anses	be	0	1	0	0	0	0	1	0	1
kringskäras	be	0	1	0	0	0	0	1	0	1
kärnkraftsanläggning	power	1	0	0	0	0	0	1	0	1
överutnyttjande	lack	0	0	0	0	-1	1	1	0	-1
ifrågasätta	question	0	0	1	1	1	1	1	0	1
stödkriterierna	aid	1	1	1	1	0	1	1	1	1
avsetts	intend	0	0	0	1	0	1	1	0	1
direktivbestämmelserna	be	0	1	0	0	0	0	1	0	1
snedvridet	distort	0	0	0	-1	0	1	0	0	0
finansieringsnivåerna	fund	1	1	1	1	1	1	1	0	1
tråkas	bore	0	0	1	1	1	1	1	0	0
mutationer	be	0	1	0	0	0	0	1	0	1
snedvriden	distort	0	0	0	-1	0	1	0	0	0
ifrågasätts	be	0	1	0	0	0	0	1	0	1
småbrukare	pay	0	0	-1	0	0	-1	1	0	-1
hälsosammare	lead	0	1	1	1	1	0	1	0	1
tungan	tip	0	0	0	-1	0	0	1	0	0
makters	power	1	0	0	0	0	0	1	0	1
strecksatsen	mention	0	1	0	0	0	1	1	0	0
besättningsmän	prove	0	0	0	1	0	1	1	0	1
migrationspolitiken	devote	1	1	1	1	0	1	1	0	1
fenornas	live	1	1	1	1	1	1	1	0	1
bötfällning	fine	0	1	1	1	1	1	1	1	1
lekmogen	mature	0	1	0	1	0	1	1	0	0
ersättningslösning	enhance	1	1	1	1	0	1	1	0	1
trafikstockningen	jam	0	-1	0	-1	0	1	0	0	0
språktjänsten	matter	0	0	0	-1	0	1	1	0	0
flygkontrollsystem	control	1	0	1	0	1	1	1	0	1
slaktdjursexport	export	0	0	1	0	1	1	1	0	1
öppningstal	open	1	1	1	1	0	0	1	0	1
Sahara	term	1	1	0	1	1	1	0	0	0
folkmassa	crowd	0	0	0	-1	0	1	1	0	0
kontrasten	contrast	0	0	0	0	0	0	1	0	0
bryt	break	0	0	-1	-1	1	1	1	0	1
kodifieringen	exercise	1	1	1	1	1	1	1	0	1
avkolonialiseringen	be	0	1	0	0	0	0	1	0	1
urspårningen	be	0	1	0	0	0	0	1	0	1
skonas	be	0	1	0	0	0	0	1	0	1
begånget	be	0	1	0	0	0	0	1	0	1
riskområdena	risk	-1	0	-1	0	-1	0	1	0	-1
återdragande	push	0	0	-1	-1	0	1	1	-1	0
Saminas	shock	0	0	0	-1	0	1	-1	-1	0
WTO-frågorna	question	0	0	1	1	1	1	1	0	1
ansikte	face	0	0	0	0	1	1	1	0	1
förmyndarskap	rule	1	1	1	1	1	1	1	0	1
konkurrensärenden	file	0	1	0	0	0	1	1	0	0
avtalsmässiga	infringe	0	-1	0	-1	0	1	1	0	0
stred	fight	-1	0	-1	-1	0	0	1	0	-1
jordar	land	0	0	1	0	0	1	1	0	1
dyrare	cost	0	-1	0	0	0	0	1	-1	0
handelssanktioner	sanction	0	-1	-1	-1	0	1	1	0	1
konsumentmakt	power	1	0	0	0	0	0	1	0	1
avfallslagring	waste	0	-1	0	-1	-1	1	1	0	-1
kommissionsförslagets	underlie	0	0	0	0	0	1	1	0	0
Agence	say	0	0	0	0	0	0	1	0	0
avtalsmässigt	provide	1	1	1	1	1	1	1	0	1
handlingsnivåer	level	0	1	1	1	1	0	1	0	1
prissvängningar	price	0	0	1	1	1	0	1	0	1
kyrkornas	regard	1	1	1	1	1	1	1	1	1
visumansökningar	collect	1	1	1	1	1	1	1	0	1
lierar	side	0	0	0	0	1	0	1	0	0
nej-sidan	side	0	0	0	0	1	0	1	0	0
cannabis	play	1	1	1	1	1	1	1	0	1
