pt Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
permitir-nos	enable	1	1	0	1	1	1	1	1	0
referendaires	fail	0	0	-1	-1	-1	0	1	-1	-1
pôr-lhes	put	1	1	1	0	1	1	1	0	1
incomparavelmente	compare	0	0	0	0	0	1	1	0	0
falar-se-ia	be	0	1	0	0	0	0	1	0	1
atribuindo-lhe	give	0	1	1	0	0	0	1	0	1
concluindo	conclude	1	1	1	1	0	1	1	0	1
viajarei	be	0	1	0	0	0	0	1	0	1
viajarem	travel	1	1	1	0	1	0	1	0	1
células	stem	0	0	-1	0	1	1	1	0	0
zona	zone	0	0	0	0	0	0	1	0	0
preocupemo-nos	let	0	0	0	1	-1	0	1	0	0
feitas	make	0	0	0	1	0	0	1	0	0
operacionalizá-las	be	0	1	0	0	0	0	1	0	1
corrijam	correct	0	0	0	1	0	1	1	0	0
confirmá-lo	confirm	1	1	1	1	1	1	1	0	1
flash	flash	0	0	0	0	0	1	1	0	0
assinaram	sign	0	0	1	1	1	1	1	0	1
saírem	leave	0	0	0	0	0	0	1	-1	0
obcecado	obsess	0	-1	0	-1	0	1	1	0	1
Transcaucasianas	emerge	1	1	0	0	0	1	1	0	1
valendo	count	0	0	1	1	1	1	1	0	1
alergénico	present	1	1	1	1	1	1	1	0	1
esforcemo-nos	let	0	0	0	1	-1	0	1	0	0
Hedge	hedge	0	0	1	0	1	1	1	0	1
variada	vary	0	0	1	0	1	0	1	0	0
político-militar	hinder	0	-1	0	-1	0	1	0	-1	0
educar	educate	1	1	1	1	1	1	1	1	1
valentes	brave	0	1	0	1	0	1	1	1	1
remetendo-as	like	1	1	1	1	0	1	1	1	1
demonstram-no	show	1	1	1	0	1	0	1	0	0
abrimos	open	1	1	1	1	0	0	1	0	1
tendiam	tend	1	1	1	1	0	1	1	1	1
Curdistão	prohibit	0	0	-1	-1	0	0	1	0	0
solvibilidade	disregard	0	-1	-1	-1	-1	1	1	0	-1
regressava	back	1	1	1	1	1	1	1	1	1
resíduo	waste	0	-1	0	-1	-1	1	1	0	-1
religiosamente	go	0	0	0	0	0	0	1	0	0
cordatas	be	0	1	0	0	0	0	1	0	1
abatê-los	slaughter	0	-1	-1	-1	0	1	0	-1	1
autoflagelar	stop	0	0	0	-1	1	1	1	-1	0
impulsiona	drive	1	1	0	1	0	1	1	0	1
trabalhará	work	1	1	1	1	0	1	1	0	1
confiemos	let	0	0	0	1	-1	0	1	0	0
inviabilizados	render	1	0	1	0	1	1	1	0	1
educam	bring	0	0	1	1	0	0	1	0	0
Mauritanos	consist	0	0	0	0	0	0	-1	0	0
rogo-lhes	ask	0	0	0	0	1	1	1	0	0
dizimam	decimate	0	-1	0	-1	0	1	0	-1	0
penhores	fail	0	0	-1	-1	-1	0	1	-1	-1
sentença	sentence	-1	1	-1	-1	0	1	1	-1	0
aula	lecture	0	1	1	1	1	1	1	0	1
aperte	tighten	0	0	0	0	0	1	1	0	0
aperta	tighten	0	0	0	0	0	1	1	0	0
especifico	say	0	0	0	0	0	0	1	0	0
especifica	specify	0	0	0	1	0	1	1	0	1
soberba	play	1	1	1	1	1	1	1	0	1
aperto	jam	0	-1	0	-1	0	1	0	0	0
perpetuarem	perpetuate	1	1	1	1	1	1	1	0	1
participam	participate	1	1	1	1	1	1	1	0	1
repetitivo	repeat	0	1	0	1	0	1	1	0	0
tramitado	deal	0	0	0	0	0	0	0	0	0
munir-nos	equip	1	1	1	1	1	1	1	1	1
desejá-lo	want	1	0	1	0	0	1	1	0	1
anda-se	be	0	1	0	0	0	0	1	0	1
colaborador	work	1	1	1	1	0	1	1	0	1
faculdade	power	1	0	0	0	0	0	1	0	1
PCP	rest	1	1	1	1	1	1	1	0	1
principiarmos	start	1	1	1	1	1	1	1	0	1
detiverem	control	1	0	1	0	1	1	1	0	1
certifiquem-se	make	0	0	0	1	0	0	1	0	0
prevaricou	rob	0	-1	-1	-1	1	1	0	-1	0
Reilly	disregard	0	-1	-1	-1	-1	1	1	0	-1
PCB	ratify	1	1	1	1	1	1	1	0	1
ecus	allocate	0	1	1	1	1	1	1	0	1
participar	participate	1	1	1	1	1	1	1	0	1
deduzem	deduct	0	0	1	0	1	1	1	0	1
fogo-de-artifício	shop	0	0	1	0	1	1	1	0	1
organizadora	organize	0	0	1	1	1	1	1	0	1
prevaricadores	comply	0	0	0	1	1	1	1	0	1
manejar	handle	0	1	0	1	0	1	1	0	1
utilizámo-lo	have	1	1	1	0	0	1	1	0	1
descodificação	decode	0	1	0	0	1	1	1	0	1
aumentando-os	lower	-1	1	1	0	0	1	1	0	1
questionou	question	0	0	1	1	1	1	1	0	1
apostarem	count	0	0	1	1	1	1	1	0	1
emotividade	approach	0	1	1	0	1	1	1	0	1
Boogerd-Quaak	report	0	0	-1	1	0	0	1	0	-1
fatalidade	result	0	0	0	0	1	0	1	0	0
livre-câmbio	trade	0	1	1	1	1	1	1	0	1
camisola	fit	0	0	1	1	0	1	1	0	1
chicana	end	0	1	0	0	1	0	1	0	0
infractor	convict	0	0	-1	-1	0	1	1	-1	0
Advogados	bar	0	0	-1	-1	1	1	1	0	0
enfraqueceremos	weaken	0	-1	0	-1	0	1	0	-1	0
não-vacinação	accompany	1	1	1	1	1	1	1	1	1
derivam	derive	1	1	1	0	1	1	1	0	1
promovidos	promote	1	1	1	1	1	1	1	0	1
fortalecerá	strengthen	1	1	0	1	0	1	1	1	0
reenviássemos	back	1	1	1	1	1	1	1	1	1
Secretariado-Geral	engage	0	0	0	1	1	1	1	0	1
bolo	slice	0	0	0	-1	0	0	1	0	0
derivar	derive	1	1	1	0	1	1	1	0	1
derivas	abuse	1	-1	-1	-1	0	1	1	-1	-1
apoiou-a	support	1	1	1	1	0	1	1	1	1
opuser	object	0	0	0	1	0	0	1	0	1
estatui	state	0	1	1	1	0	1	1	0	0
perseguem	pursue	0	1	1	0	0	1	1	0	1
laicidade	train	1	1	1	1	1	1	1	1	1
recorrerem	resort	0	0	1	0	0	1	1	0	1
repetiriam	do	1	1	1	0	0	1	1	0	1
subutilizados	dwindle	0	0	0	0	0	0	1	0	0
recorrerei	draw	0	0	1	1	1	1	0	0	0
referiu-nos	tell	1	1	0	1	0	1	1	0	0
facultaremos	help	1	1	0	1	0	1	1	1	0
revelasse	prove	0	0	0	1	0	1	1	0	1
abrem-se	open	1	1	1	1	0	0	1	0	1
aviltam	be	0	1	0	0	0	0	1	0	1
designamos	call	0	0	1	1	0	1	1	0	1
acabariam	end	0	1	0	0	1	0	1	0	0
sintetizado	prove	0	0	0	1	0	1	1	0	1
italiana	credit	1	0	1	1	1	1	1	1	1
matrimonial	divorce	-1	0	-1	-1	-1	1	1	-1	-1
territórios	land	0	0	1	0	0	1	1	0	1
retirei	withdraw	0	0	0	-1	0	1	1	0	0
AKP	rule	1	1	1	1	1	1	1	0	1
retirem	withdraw	0	0	0	-1	0	1	1	0	0
sugeridas	suggest	1	1	1	1	0	1	1	0	1
fechei	close	0	1	1	0	0	1	1	0	1
propuserem	propose	0	1	1	1	0	0	1	0	1
contingências	need	0	1	1	0	0	1	1	0	0
tourada	fight	-1	0	-1	-1	0	0	1	0	-1
regateamos	engage	0	0	0	1	1	1	1	0	1
viciada	flaw	0	0	0	0	0	1	1	0	0
tergiversações	beat	0	-1	-1	-1	0	1	1	-1	0
patrocinador	sponsor	1	1	1	1	1	1	1	0	1
patrocinados	sponsor	1	1	1	1	1	1	1	0	1
países-alvo	target	0	0	0	1	0	0	0	0	0
arriscais	be	0	1	0	0	0	0	1	0	1
redefinidas	redesign	1	1	1	1	1	1	1	0	1
live	live	1	1	1	1	1	1	1	0	1
Estatutos	own	0	1	1	1	1	1	1	0	1
permanecesse	remain	0	0	0	0	0	0	1	0	0
resigne	resign	0	0	0	0	-1	1	1	0	-1
concedera	have	1	1	1	0	0	1	1	0	1
resigna	give	0	1	1	0	0	0	1	0	1
debruçámos	have	1	1	1	0	0	1	1	0	1
repescar	back	1	1	1	1	1	1	1	1	1
informaremos	inform	1	1	1	1	0	1	1	1	0
bielorussos	be	0	1	0	0	0	0	1	0	1
propagandeada	spring	1	1	1	1	1	1	1	0	1
desapareceria	disappear	0	0	0	0	0	0	1	0	0
Conselheiros	group	0	0	0	1	1	0	1	0	1
Noyer	increase	1	1	0	1	0	1	1	0	1
inverteram	reverse	0	0	-1	0	0	1	1	0	0
receitados	prescribe	1	1	1	1	1	1	1	0	1
pequena	brief	0	0	1	1	1	1	1	0	1
Agora	increase	1	1	0	1	0	1	1	0	1
incontestável	doubt	0	0	-1	-1	0	1	1	0	-1
instituição	establish	0	0	1	1	1	1	1	1	1
pequeno	brief	0	0	1	1	1	1	1	0	1
Tytgat	be	0	1	0	0	0	0	1	0	1
corroboramos	support	1	1	1	1	0	1	1	1	1
historicamente	be	0	1	0	0	0	0	1	0	1
incidente	happen	0	0	0	0	0	0	-1	0	0
afirmei-o	say	0	0	0	0	0	0	1	0	0
andaluz	desire	1	1	1	1	0	1	1	1	1
fixá-lo	set	0	0	1	1	1	1	1	0	1
incomode	blow	0	0	0	0	0	0	1	0	0
ponderaram	have	1	1	1	0	0	1	1	0	1
enumerei	have	1	1	1	0	0	1	1	0	1
propõe-vos	propose	0	1	1	1	0	0	1	0	1
vêm	come	0	1	0	0	0	0	1	0	0
mencionem	be	0	1	0	0	0	0	1	0	1
mencionei	mention	0	1	0	0	0	1	1	0	0
desesperantes	total	0	0	0	0	0	1	1	0	0
promoveria	promote	1	1	1	1	1	1	1	0	1
varrimento	scan	0	0	0	0	1	1	1	0	1
155º	apply	0	1	1	1	1	1	1	0	1
inicial	open	1	1	1	1	0	0	1	0	1
accionadas	put	1	1	1	0	1	1	1	0	1
ocorrer-nos	can	0	0	0	0	0	1	1	0	1
endurecidas	tighten	0	0	0	0	0	1	1	0	0
rodoviárias	transport	0	1	0	1	1	1	1	0	0
obrigou-nos	have	1	1	1	0	0	1	1	0	1
Paisley	bring	0	0	1	1	0	0	1	0	0
incomodo	be	0	1	0	0	0	0	1	0	1
subsidiem	grant	0	0	1	1	0	1	1	0	1
coordená-la	coordinate	0	0	0	1	0	-1	0	0	0
peremptoriamente	reject	0	0	-1	-1	0	1	1	0	0
penumbra	zone	0	0	0	0	0	0	1	0	0
desleais	dump	0	-1	0	-1	1	0	0	-1	1
tentando	try	0	1	1	0	1	1	1	0	0
penúrias	starve	0	-1	-1	-1	0	1	0	-1	1
exportado	export	0	0	1	0	1	1	1	0	1
prolongando-o	prolong	0	1	0	-1	0	1	1	0	0
doloso	deliberate	0	0	0	-1	0	1	1	0	0
arrastá-lo	do	1	1	1	0	0	1	1	0	1
afectavam	affect	1	0	0	0	0	1	1	0	0
libertá-lo	release	0	0	0	1	0	1	1	1	1
ligam	link	1	1	1	1	1	1	1	0	0
avistámos	meet	0	1	1	1	1	1	1	0	1
encerramento	close	0	1	1	0	0	1	1	0	1
sacudido	shrug	0	-1	0	-1	0	0	0	0	1
ligar	link	1	1	1	1	1	1	1	0	0
ligas	carry	0	1	1	0	0	1	1	0	0
CPDS	have	1	1	1	0	0	1	1	0	1
sentiriam	feel	1	1	1	0	0	0	1	0	1
sacudida	excite	0	0	0	-1	0	1	0	-1	0
nado-morto	be	0	1	0	0	0	0	1	0	1
suspeitam	suspect	-1	0	-1	0	-1	-1	1	0	-1
reembolsos	travel	1	1	1	0	1	0	1	0	1
habilitação	enable	1	1	0	1	1	1	1	1	0
inultrapassáveis	can	0	0	0	0	0	1	1	0	1
divórcio	divorce	-1	0	-1	-1	-1	1	1	-1	-1
disponibilize	provide	1	1	1	1	1	1	1	0	1
actuam	act	0	0	0	0	0	0	1	0	0
obrigando-os	force	0	0	0	-1	0	1	0	-1	0
esgotamentos	increase	1	1	0	1	0	1	1	0	1
injectámos	have	1	1	1	0	0	1	1	0	1
especularem	speculate	0	1	1	0	0	0	1	0	1
suspeitas	suspect	-1	0	-1	0	-1	-1	1	0	-1
suspeitar	suspect	-1	0	-1	0	-1	-1	1	0	-1
horrorosa	touch	1	0	1	0	0	1	1	0	1
abraçadas	embrace	1	1	1	1	1	1	1	1	1
empenhámos	have	1	1	1	0	0	1	1	0	1
López	say	0	0	0	0	0	0	1	0	0
flagelada	plague	0	-1	0	-1	0	1	-1	-1	0
flagelado	plague	0	-1	0	-1	0	1	-1	-1	0
Mochovce	plant	1	1	1	1	1	1	1	0	1
Pasko	make	0	0	0	1	0	0	1	0	0
ensine	teach	0	1	1	1	1	1	1	0	1
inter-institucional	reform	1	1	0	1	0	1	1	0	1
modelam	shape	1	1	0	1	1	1	1	0	0
Exige	comply	0	0	0	1	1	1	1	0	1
supervisionou	oversee	1	1	1	1	1	1	1	0	1
esbatem-se	draw	0	0	1	1	1	1	0	0	0
inunda	break	0	0	-1	-1	1	1	1	0	1
saberíamos	know	1	1	1	0	1	1	1	0	1
encobre	conceal	-1	0	-1	0	0	1	1	0	0
intempéries	storm	0	-1	-1	-1	0	1	1	-1	1
definindo	define	0	0	0	1	1	1	1	0	0
perfeccionismo	be	0	1	0	0	0	0	1	0	1
Che	carry	0	1	1	0	0	1	1	0	0
cobertores	blanket	0	-1	1	1	0	1	1	0	0
surtirão	have	1	1	1	0	0	1	1	0	1
incentivante	provide	1	1	1	1	1	1	1	0	1
voluntariosa	adopt	1	1	1	1	1	1	1	0	1
correspondêssemos	be	0	1	0	0	0	0	1	0	1
identificou	identify	0	0	-1	0	0	1	1	0	0
recusaram-nos	do	1	1	1	0	0	1	1	0	1
incluirem	be	0	1	0	0	0	0	1	0	1
coli	complicate	0	-1	0	-1	0	1	0	0	0
enumeramos	list	0	0	0	1	0	0	1	0	1
estruturação	structure	1	1	0	1	1	1	1	0	0
Comissárias	offer	1	1	1	1	1	1	1	0	1
acendimento	light	0	1	1	1	0	1	1	0	1
gozaram	have	1	1	1	0	0	1	1	0	1
desacreditá-lo	discredit	0	-1	-1	-1	0	1	0	-1	0
informá-las	inform	1	1	1	1	0	1	1	1	0
desapontamentos	disappoint	0	-1	0	-1	0	1	0	-1	-1
relacioná-las	link	1	1	1	1	1	1	1	0	0
virou	turn	0	0	0	0	0	0	1	0	0
voltarmo-nos	hit	0	-1	-1	-1	0	1	0	-1	0
excedia	exceed	0	0	0	0	0	0	1	0	0
decresceram	decrease	0	0	0	-1	-1	0	1	0	-1
Wallström	say	0	0	0	0	0	0	1	0	0
propondo	propose	0	1	1	1	0	0	1	0	1
Atkins	mind	0	0	1	1	1	1	1	0	1
recai	be	0	1	0	0	0	0	1	0	1
nervo	term	1	1	0	1	1	1	0	0	0
legisladores	be	0	1	0	0	0	0	1	0	1
defini-la	define	0	0	0	1	1	1	1	0	0
defini-lo	define	0	0	0	1	1	1	1	0	0
epílogo	end	0	1	0	0	1	0	1	0	0
estreitíssima	close	0	1	1	0	0	1	1	0	1
processo-piloto	pilot	0	1	0	1	1	1	1	0	1
levantaremos	raise	0	0	1	1	0	0	1	0	1
ser-vos-ão	be	0	1	0	0	0	0	1	0	1
combinarão	combine	1	1	1	1	1	1	1	0	1
padronizadas	do	1	1	1	0	0	1	1	0	1
emergimos	emerge	1	1	0	0	0	1	1	0	1
Som	desire	1	1	1	1	0	1	1	1	1
regozija	please	0	0	0	1	0	1	1	1	0
hidroeléctrica	power	1	0	0	0	0	0	1	0	1
estudados	study	1	0	1	1	1	1	1	0	1
ancoragem	anchor	0	0	1	1	1	0	1	0	1
regozije	welcome	1	1	1	1	1	1	1	1	1
dou-me	be	0	1	0	0	0	0	1	0	1
genéricas	sweep	1	0	0	0	0	1	1	0	0
contra-poder	be	0	1	0	0	0	0	1	0	1
regozijo	be	0	1	0	0	0	0	1	0	1
castigar	punish	0	0	-1	-1	0	1	1	-1	-1
transpirar	understand	1	1	1	1	1	1	1	0	1
gravatas	tie	0	0	0	0	1	1	1	0	0
aulas	teach	0	1	1	1	1	1	1	0	1
viríamos	account	0	0	0	0	0	1	1	0	0
CIG	work	1	1	1	1	0	1	1	0	1
sinónimos	be	0	1	0	0	0	0	1	0	1
sentir-me-ia	be	0	1	0	0	0	0	1	0	1
convocámos	convene	0	0	1	1	1	1	1	0	1
citar	quote	1	1	1	1	1	1	1	0	0
bem-vinda	welcome	1	1	1	1	1	1	1	1	1
eo	transform	1	1	0	1	0	1	1	1	0
en	train	1	1	1	1	1	1	1	1	1
espartilhada	catch	0	1	0	0	1	1	1	0	1
queixam-se-nos	assume	0	0	0	1	1	0	1	0	0
irradiam	contaminate	0	-1	0	-1	0	1	-1	0	0
observarão	observe	1	1	1	1	0	1	1	0	1
limitaram-se	have	1	1	1	0	0	1	1	0	1
planeada	plan	1	1	1	1	1	1	1	0	1
lancinantes	grip	0	0	0	0	0	1	1	0	0
refutados	refute	0	1	0	1	0	1	1	-1	1
mulher	play	1	1	1	1	1	1	1	0	1
extensivos	extend	0	1	1	1	1	1	1	0	1
ex	be	0	1	0	0	0	0	1	0	1
irradiar	prevent	0	0	0	-1	0	1	1	-1	0
demos-lhes	give	0	1	1	0	0	0	1	0	1
eu	be	0	1	0	0	0	0	1	0	1
repentinas	flash	0	0	0	0	0	1	1	0	0
ensinar-nos	teach	0	1	1	1	1	1	1	0	1
esforçarem-se	make	0	0	0	1	0	0	1	0	0
convenha	suit	0	0	0	-1	0	1	1	0	0
citam	cite	0	1	0	0	1	1	1	0	1
avisto-me	be	0	1	0	0	0	0	1	0	1
regenerar	breathe	0	1	0	0	1	1	1	0	1
reconstruiu	reconstruct	0	1	1	1	1	1	1	0	1
expulsaria	warn	0	1	0	1	0	1	1	0	0
bordéis	be	0	1	0	0	0	0	1	0	1
vivemos	live	1	1	1	1	1	1	1	0	1
enredados	down	0	0	0	0	0	0	1	0	0
executórias	function	0	1	0	1	1	1	1	0	0
federalismo	sort	0	0	0	1	0	1	1	0	0
conhecimentos	understand	1	1	1	1	1	1	1	0	1
gigaliners	be	0	1	0	0	0	0	1	0	1
poluições	form	1	1	1	1	1	1	1	0	1
vê-la	see	1	1	1	1	1	1	1	0	1
desigualmente	benefit	1	1	0	1	1	1	1	1	1
shows	show	1	1	1	0	1	0	1	0	0
comungará	join	1	1	1	1	1	1	1	1	1
insular	live	1	1	1	1	1	1	1	0	1
e.	try	0	1	1	0	1	1	1	0	0
compete-vos	be	0	1	0	0	0	0	1	0	1
anteciparam	have	1	1	1	0	0	1	1	0	1
substituísse	replace	0	1	0	0	1	1	1	0	1
poluem	pollute	0	-1	0	-1	0	1	-1	0	0
dolorosos	give	0	1	1	0	0	0	1	0	1
partilhássemos	share	1	1	1	0	1	1	1	0	1
posiciona-se	be	0	1	0	0	0	0	1	0	1
residências	house	1	1	0	1	1	1	1	1	1
Mattel	mark	0	1	0	0	0	1	1	0	0
cópia	copy	0	0	0	1	1	1	1	0	1
nódoa	stain	0	0	0	-1	0	1	-1	0	0
repito	repeat	0	1	0	1	0	1	1	0	0
importadas	import	0	0	0	1	1	1	1	0	1
luzes	light	0	1	1	1	0	1	1	0	1
castelo	house	1	1	0	1	1	1	1	1	1
indefesos	be	0	1	0	0	0	0	1	0	1
debatesse	debate	0	1	0	1	1	1	1	0	0
publicitária	be	0	1	0	0	0	0	1	0	1
esgotou-se	have	1	1	1	0	0	1	1	0	1
idênticas	equal	1	1	0	1	0	1	1	0	1
prioritariamente	matter	0	0	0	-1	0	1	1	0	0
acelerador	accelerate	0	0	0	1	0	1	0	0	0
acelerados	accelerate	0	0	0	1	0	1	0	0	0
estando-se	be	0	1	0	0	0	0	1	0	1
ensaio	test	0	1	1	0	1	1	1	0	1
injúrias	insult	0	-1	-1	-1	0	1	0	-1	1
comissão	commission	1	1	1	1	1	1	1	1	1
prorrogações	grant	0	0	1	1	0	1	1	0	1
acabadas	trim	0	0	0	1	0	1	1	0	1
observamos	see	1	1	1	1	1	1	1	0	1
viário	transport	0	1	0	1	1	1	1	0	0
afirmar-lhe	tell	1	1	0	1	0	1	1	0	0
Hedegaard	charge	-1	0	0	-1	1	1	1	-1	1
reactualização	update	0	1	0	1	1	1	1	0	1
Produtos	be	0	1	0	0	0	0	1	0	1
baleados	shoot	0	0	0	-1	0	-1	1	-1	0
arado	step	1	1	1	1	1	0	1	0	1
saudados	welcome	1	1	1	1	1	1	1	1	1
regozijam	be	0	1	0	0	0	0	1	0	1
revitalização	revive	1	1	1	1	1	1	1	1	1
congratulava	welcome	1	1	1	1	1	1	1	1	1
bruscas	notice	1	1	1	0	1	1	1	0	0
fundir-se-á	melt	0	-1	0	-1	0	0	-1	0	0
adensar	attend	1	1	1	1	1	1	1	0	1
escoada	sell	0	0	0	0	1	1	1	0	1
discursei	speak	1	1	1	1	1	1	1	0	1
prendermos	be	0	1	0	0	0	0	1	0	1
salva-vidas	head	1	0	1	1	1	1	1	0	1
controla-o	check	0	0	0	0	1	1	1	0	1
jogamos	be	0	1	0	0	0	0	1	0	1
jugo	rule	1	1	1	1	1	1	1	0	1
canícula	heat	0	0	0	1	0	0	-1	0	1
aspiravam	aspire	1	1	1	1	1	1	1	0	1
vergonha	bring	0	0	1	1	0	0	1	0	0
alargam	extend	0	1	1	1	1	1	1	0	1
viramo-nos	turn	0	0	0	0	0	0	1	0	0
preparado	prepare	1	1	1	1	1	1	1	1	1
animadores	encourage	1	1	1	1	0	1	1	1	1
cilindrada	net	0	0	1	0	0	1	1	0	1
Sou	be	0	1	0	0	0	0	1	0	1
progredirá	progress	1	1	0	1	1	1	1	0	1
insultuoso	insult	0	-1	-1	-1	0	1	0	-1	1
consultemos	let	0	0	0	1	-1	0	1	0	0
acabava	have	1	1	1	0	0	1	1	0	1
Bresso	do	1	1	1	0	0	1	1	0	1
fixar-nos	set	0	0	1	1	1	1	1	0	1
insultuosa	insult	0	-1	-1	-1	0	1	0	-1	1
ouso	dare	1	1	1	0	1	1	1	0	1
demaisado	remain	0	0	0	0	0	0	1	0	0
disser	say	0	0	0	0	0	0	1	0	0
redobrem	redouble	0	0	0	-1	0	1	1	0	0
favorecidos	benefit	1	1	0	1	1	1	1	1	1
ZEE	zone	0	0	0	0	0	0	1	0	0
ingleses	include	1	1	1	1	1	1	1	1	0
propusemo-nos	have	1	1	1	0	0	1	1	0	1
faltasse	be	0	1	0	0	0	0	1	0	1
SOLAS	be	0	1	0	0	0	0	1	0	1
evitamento	avoid	-1	1	-1	0	1	-1	1	0	1
apurar-se	emerge	1	1	0	0	0	1	1	0	1
anatomia	sketch	0	0	0	1	1	1	1	0	1
desenrolando	unfold	0	0	0	0	0	1	1	0	1
sublime	be	0	1	0	0	0	0	1	0	1
deixar-nos-á	leave	0	0	0	0	0	0	1	-1	0
alastrasse	spread	-1	-1	0	1	0	-1	1	0	0
enviando-lhes	send	1	1	1	0	1	1	1	0	1
proibissem	ban	0	-1	-1	-1	0	1	1	0	0
impacientemente	await	0	0	0	0	1	1	1	0	0
pronunciassem	speak	1	1	1	1	1	1	1	0	1
acusasse	accuse	0	0	-1	-1	0	1	1	-1	-1
deslocava	travel	1	1	1	0	1	0	1	0	1
interroga-se	be	0	1	0	0	0	0	1	0	1
exigências	demand	0	0	1	1	0	1	1	0	1
escorrer	slide	0	0	0	-1	0	1	0	0	0
incongruências	lack	0	0	0	0	-1	1	1	0	-1
puxaram	have	1	1	1	0	0	1	1	0	1
deslocassem	go	0	0	0	0	0	0	1	0	0
tonalidades	restore	1	1	1	1	0	1	1	1	1
ocultarem	draw	0	0	1	1	1	1	0	0	0
contivesse	contain	0	0	0	0	0	0	1	0	0
convirja	converge	0	0	0	1	0	0	1	0	0
justificá-las	justify	0	0	1	1	1	1	1	0	1
reparámos	notice	1	1	1	0	1	1	1	0	0
objectivo	aim	0	0	0	1	1	0	1	0	1
antevemos	see	1	1	1	1	1	1	1	0	1
meticulosa	detail	0	0	0	1	0	0	1	0	0
implementamos	implement	1	1	1	1	1	1	1	0	1
avicultura	farm	0	1	1	1	1	1	1	0	1
demonstraríamos	demonstrate	0	0	1	1	0	1	1	0	1
objective	aim	0	0	0	1	1	0	1	0	1
objectiva	target	0	0	0	1	0	0	0	0	0
Socialistas	group	0	0	0	1	1	0	1	0	1
sinceras	warm	1	1	0	1	0	1	1	1	0
encorajaremos	encourage	1	1	1	1	0	1	1	1	1
inúmeras	number	0	0	0	1	0	0	1	0	0
dirigi-la	lead	0	1	1	1	1	0	1	0	1
prontifica	prepare	1	1	1	1	1	1	1	1	1
ajamos	act	0	0	0	0	0	0	1	0	0
sobreviveram	survive	-1	1	-1	0	1	-1	1	0	1
equitativo	equal	1	1	0	1	0	1	1	0	1
vivamente	warm	1	1	0	1	0	1	1	1	0
OGM	modify	0	0	0	0	0	1	1	0	0
numero	number	0	0	0	1	0	0	1	0	0
inesperadas	accommodate	1	1	0	1	0	1	1	0	0
ex-URSS	export	0	0	1	0	1	1	1	0	1
liberalizou-se	have	1	1	1	0	0	1	1	0	1
ineficiente	control	1	0	1	0	1	1	1	0	1
chefia	lead	0	1	1	1	1	0	1	0	1
Markov	light	0	1	1	1	0	1	1	0	1
lateral	side	0	0	0	0	1	0	1	0	0
catástrofes	major	0	1	0	0	1	1	1	0	1
inclina-se	incline	0	0	0	0	0	1	1	0	0
apostaria	bet	0	0	1	0	1	1	1	0	1
apoiado	support	1	1	1	1	0	1	1	1	1
Ph.	be	0	1	0	0	0	0	1	0	1
bibliográfico	target	0	0	0	1	0	0	0	0	0
elaborarão	draw	0	0	1	1	1	1	0	0	0
apoiada	support	1	1	1	1	0	1	1	1	1
registávamos	be	0	1	0	0	0	0	1	0	1
limítrofe	border	0	0	0	0	0	0	0	0	0
piorá-la	make	0	0	0	1	0	0	1	0	0
submetendo-lhes	make	0	0	0	1	0	0	1	0	0
enderece	begin	1	1	1	1	0	1	1	0	1
invocais	own	0	1	1	1	1	1	1	0	1
leiteiro	farm	0	1	1	1	1	1	1	0	1
situamos	be	0	1	0	0	0	0	1	0	1
aplicável	apply	0	1	1	1	1	1	1	0	1
pejada	write	1	1	1	1	1	1	1	0	1
protagonizados	perpetrate	0	0	-1	-1	0	1	1	0	1
fundadamente	be	0	1	0	0	0	0	1	0	1
circunscrever-nos	restrict	0	0	-1	-1	0	1	1	0	1
concederiam	be	0	1	0	0	0	0	1	0	1
holandês	vote	0	0	0	1	1	1	1	0	0
despojaram	have	1	1	1	0	0	1	1	0	1
subordinada	subject	0	0	1	1	0	1	1	0	1
confeccionar	make	0	0	0	1	0	0	1	0	0
regulamento-quadro	term	1	1	0	1	1	1	0	0	0
usavam	be	0	1	0	0	0	0	1	0	1
espante	surprise	1	1	1	1	1	0	1	0	1
podem-se	can	0	0	0	0	0	1	1	0	1
fornecimento	supply	0	0	1	1	1	1	1	0	1
ground	grind	0	0	0	-1	0	0	1	0	1
contestemos	let	0	0	0	1	-1	0	1	0	0
ratio	bring	0	0	1	1	0	0	1	0	0
PC	prevent	0	0	0	-1	0	1	1	-1	0
elejam	elect	1	1	1	1	1	1	1	1	1
desinteressado	show	1	1	1	0	1	0	1	0	0
notados	notice	1	1	1	0	1	1	1	0	0
desordens	be	0	1	0	0	0	0	1	0	1
internacional	rest	1	1	1	1	1	1	1	0	1
fixavam	set	0	0	1	1	1	1	1	0	1
credíveis	lack	0	0	0	0	-1	1	1	0	-1
extermínio	wipe	0	0	0	0	1	0	1	0	1
recém-criados	create	1	1	0	1	1	1	1	0	0
apólice	end	0	1	0	0	1	0	1	0	0
assemelharem	like	1	1	1	1	0	1	1	1	1
engrenagens	wheel	0	0	0	0	1	1	1	0	1
governadas	govern	1	1	1	1	1	1	1	0	1
comemorasse	commemorate	1	1	1	1	1	1	1	1	0
dedicar-lhe	devote	1	1	1	1	0	1	1	0	1
minorar	alleviate	0	1	0	1	0	0	1	0	0
penalize	live	1	1	1	1	1	1	1	0	1
dotamos	prepare	1	1	1	1	1	1	1	1	1
