fr Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
Grech	level	0	1	1	1	1	0	1	0	1
reproductibles	be	0	1	0	0	0	0	1	0	1
criblé	press	0	1	0	-1	0	1	1	-1	0
répercutera	have	1	1	1	0	0	1	1	0	1
indignations	join	1	1	1	1	1	1	1	1	1
lampes	light	0	1	1	1	0	1	1	0	1
chutent	fall	0	0	0	-1	-1	0	1	0	-1
procédions	proceed	0	0	0	0	1	1	0	0	1
Piia-Noora	see	1	1	1	1	1	1	1	0	1
vingt	back	1	1	1	1	1	1	1	1	1
étudiant	study	1	0	1	1	1	1	1	0	1
poussions	urge	1	1	1	1	0	1	1	1	1
avortées	be	0	1	0	0	0	0	1	0	1
transgressé	break	0	0	-1	-1	1	1	1	0	1
domineront	dominate	1	0	1	0	1	1	1	0	1
territoriaux	land	0	0	1	0	0	1	1	0	1
doctrinaire	project	0	0	1	1	1	1	1	0	1
reflétons	adopt	1	1	1	1	1	1	1	0	1
Nissan	plug	0	0	0	1	1	1	1	0	1
imposant	impose	0	0	1	1	1	0	1	0	1
indifférencié	do	1	1	1	0	0	1	1	0	1
modernes	advance	0	1	1	1	1	0	1	0	1
locale	level	0	1	1	1	1	0	1	0	1
pariant	gamble	0	0	1	0	0	1	1	0	1
France	term	1	1	0	1	1	1	0	0	0
condamner	condemn	0	0	-1	-1	0	1	1	0	0
mantra	lie	0	0	0	0	0	1	1	0	0
garderons	keep	1	1	1	0	1	1	1	1	1
laborantins	strive	1	1	1	1	1	0	1	0	1
garderont	bear	0	0	0	0	1	1	1	0	0
condamnez	condemn	0	0	-1	-1	0	1	1	0	0
Armée	shoot	0	0	0	-1	0	-1	1	-1	0
refuse	refuse	0	0	-1	-1	0	1	1	-1	0
immeubles	block	0	0	-1	-1	0	1	1	0	-1
attenant	ask	0	0	0	0	1	1	1	0	0
réalistes	sense	0	0	0	0	1	0	1	0	0
fossé	divide	0	-1	0	-1	0	1	0	-1	0
élogieuses	praise	1	1	1	1	1	1	1	1	1
colonialiste	desire	1	1	1	1	0	1	1	1	1
éclaircissements	clarify	0	1	1	1	1	1	1	0	1
passivement	watch	1	1	1	1	1	1	1	0	1
inefficacement	deal	0	0	0	0	0	0	0	0	0
Viêtnam	join	1	1	1	1	1	1	1	1	1
RandzioPlath	set	0	0	1	1	1	1	1	0	1
exercés	exercise	1	1	1	1	1	1	1	0	1
stagnation	progress	1	1	0	1	1	1	1	0	1
engourdi	blind	0	0	-1	-1	0	1	1	0	0
effet	be	0	1	0	0	0	0	1	0	1
effrénées	increase	1	1	0	1	0	1	1	0	1
nord-ouest	accord	1	0	0	1	0	1	1	0	1
spirale	spiral	0	0	0	0	0	0	1	0	0
barrages	blockade	0	0	-1	-1	0	1	1	0	0
1998-2006	limit	0	0	0	-1	0	1	1	0	0
1998-2000	accord	1	0	0	1	0	1	1	0	1
étonniez	be	0	1	0	0	0	0	1	0	1
1998-2002	field	0	0	1	1	1	1	1	0	0
pratiquerait	play	1	1	1	1	1	1	1	0	1
épiciers	shop	0	0	1	0	1	1	1	0	1
hissés	hoist	0	0	1	1	1	1	1	0	0
SSIG	do	1	1	1	0	0	1	1	0	1
renseignements	detail	0	0	0	1	0	0	1	0	0
réfutons	be	0	1	0	0	0	0	1	0	1
28.	own	0	1	1	1	1	1	1	0	1
taxée	tax	0	0	1	1	1	0	1	0	1
Égypte	own	0	1	1	1	1	1	1	0	1
ébats	down	0	0	0	0	0	0	1	0	0
hissée	emerge	1	1	0	0	0	1	1	0	1
langages	order	0	0	0	-1	0	0	1	0	0
taxés	tax	0	0	1	1	1	0	1	0	1
accélérons	speed	1	1	0	1	0	1	1	0	0
délaissées	neglect	1	-1	-1	-1	-1	1	0	-1	-1
propageaient	spread	-1	-1	0	1	0	-1	1	0	0
inexactes	report	0	0	-1	1	0	0	1	0	-1
indignée	outrage	0	-1	0	-1	0	1	1	-1	0
ajustement	adjust	0	0	0	1	0	1	1	0	0
éléments	point	0	0	0	0	1	0	1	0	0
compenseront	compensate	0	0	0	1	0	1	1	1	0
germer	raise	0	0	1	1	0	0	1	0	1
apprenti	prevent	0	0	0	-1	0	1	1	-1	0
navires-citernes	be	0	1	0	0	0	0	1	0	1
manufacturiers	manufacture	1	1	1	1	1	1	1	0	1
lignées	line	0	0	0	0	1	0	1	0	1
exposée	expose	0	0	0	0	0	1	0	0	0
nicher	order	0	0	0	-1	0	0	1	0	0
misé	back	1	1	1	1	1	1	1	1	1
pénalisons	be	0	1	0	0	0	0	1	0	1
particularismes	feature	1	1	1	1	1	1	1	1	1
Portas	prevent	0	0	0	-1	0	1	1	-1	0
poserais	ask	0	0	0	0	1	1	1	0	0
enchères	bid	0	0	1	0	1	1	1	0	1
pleuvront	down	0	0	0	0	0	0	1	0	0
réécrits	rewrite	1	1	1	1	1	1	1	0	1
exposés	expose	0	0	0	0	0	1	0	0	0
posséderaient	represent	0	1	0	1	0	1	1	0	0
arrivages	represent	0	1	0	1	0	1	1	0	0
faciles	be	0	1	0	0	0	0	1	0	1
blessant	injure	1	-1	0	-1	0	1	1	-1	-1
propositions	propose	0	1	1	1	0	0	1	0	1
planète	dry	1	0	0	0	0	1	1	0	0
N	involve	0	0	0	0	1	1	1	0	0
Donne	man	0	0	0	0	0	1	1	0	1
enrichira	enrich	1	1	1	1	1	1	1	1	1
Contrôle	mention	0	1	0	0	0	1	1	0	0
remarquera	note	0	0	0	0	0	0	1	0	0
hôtelières	tour	0	1	0	0	1	1	1	0	1
appellerais	call	0	0	1	1	0	1	1	0	1
envers	regard	1	1	1	1	1	1	1	1	1
inculquer	teach	0	1	1	1	1	1	1	0	1
peinons	be	0	1	0	0	0	0	1	0	1
régistre	be	0	1	0	0	0	0	1	0	1
smart	intend	0	0	0	1	0	1	1	0	1
réessayer	try	0	1	1	0	1	1	1	0	0
sombra	go	0	0	0	0	0	0	1	0	0
journées	run	0	1	1	1	1	1	1	0	1
guide	guide	0	0	1	1	1	1	1	1	1
sombre	sink	0	0	0	-1	1	0	0	-1	0
Qatar	gain	1	1	1	1	1	1	1	0	1
respectifs	own	0	1	1	1	1	1	1	0	1
carences	lack	0	0	0	0	-1	1	1	0	-1
sociauxdémocrates	like	1	1	1	1	0	1	1	1	1
sentences	sentence	-1	1	-1	-1	0	1	1	-1	0
bloquant	block	0	0	-1	-1	0	1	1	0	-1
Papayannakis	comment	0	0	0	0	0	1	1	0	1
températures	emerge	1	1	0	0	0	1	1	0	1
bagages	be	0	1	0	0	0	0	1	0	1
-je	be	0	1	0	0	0	0	1	0	1
paradisiaques	help	1	1	0	1	0	1	1	1	0
dénonciations	report	0	0	-1	1	0	0	1	0	-1
répétitif	repeat	0	1	0	1	0	1	1	0	0
déconnectés	disconnect	0	0	0	-1	0	0	1	0	0
agression	attack	0	-1	-1	-1	1	1	0	-1	0
Verheugen	say	0	0	0	0	0	0	1	0	0
contenterons	be	0	1	0	0	0	0	1	0	1
auto-oil	break	0	0	-1	-1	1	1	1	0	1
grand	major	0	1	0	0	1	1	1	0	1
irakiens	administer	1	1	1	1	0	1	1	0	1
composition	make	0	0	0	1	0	0	1	0	0
colonne	side	0	0	0	0	1	0	1	0	0
turbulences	market	0	0	0	1	1	1	1	0	1
convaincant	convince	1	0	0	1	0	1	1	0	1
paradoxe	be	0	1	0	0	0	0	1	0	1
Mauritanie	level	0	1	1	1	1	0	1	0	1
lie	link	1	1	1	1	1	1	1	0	0
onéreuse	cost	0	-1	0	0	0	0	1	-1	0
mêlés	mix	0	0	0	1	1	0	1	0	1
abordée	deal	0	0	0	0	0	0	0	0	0
mêlée	involve	0	0	0	0	1	1	1	0	0
enclencha	value	1	1	1	1	0	1	1	1	1
euro-turques	lie	0	0	0	0	0	1	1	0	0
post-fascistes	zone	0	0	0	0	0	0	1	0	0
étendrai	go	0	0	0	0	0	0	1	0	0
Berlaymont	build	1	1	1	1	1	1	1	0	1
accaparer	take	1	1	1	0	1	1	1	0	1
impuissant	be	0	1	0	0	0	0	1	0	1
guidé	guide	0	0	1	1	1	1	1	1	1
sombré	sink	0	0	0	-1	1	0	0	-1	0
jouerait	play	1	1	1	1	1	1	1	0	1
réagirai	respond	0	1	0	0	0	1	1	0	1
piliers	build	1	1	1	1	1	1	1	0	1
accueillerai	welcome	1	1	1	1	1	1	1	1	1
couperet	complete	1	1	1	1	1	1	1	0	1
dégénère	degenerate	0	-1	0	-1	0	0	0	0	0
alimentés	fuel	0	0	0	1	1	1	1	0	1
exploits	exploit	0	-1	-1	-1	0	1	1	-1	0
nord-américaine	word	0	1	0	0	0	0	1	0	0
radicalisé	harden	0	0	0	-1	0	1	0	0	0
sommés	be	0	1	0	0	0	0	1	0	1
dépérissement	decline	0	0	-1	-1	0	1	1	0	0
Peltier	urge	1	1	1	1	0	1	1	1	1
exploite	exploit	0	-1	-1	-1	0	1	1	-1	0
gracié	pardon	1	1	1	1	0	1	1	1	1
alimentée	fuel	0	0	0	1	1	1	1	0	1
sommée	ask	0	0	0	0	1	1	1	0	0
émigrer	emigrate	0	1	-1	-1	1	1	1	0	1
algériens	position	0	0	0	1	0	1	1	0	0
démissionnant	resign	0	0	0	0	-1	1	1	0	-1
socio-écologiques	down	0	0	0	0	0	0	1	0	0
PIB	share	1	1	1	0	1	1	1	0	1
PIC	phase	0	0	0	1	1	0	1	0	0
rééquilibrant	balance	0	1	1	1	0	1	1	0	1
déclareront	say	0	0	0	0	0	0	1	0	0
Zyadema	power	1	0	0	0	0	0	1	0	1
suive	follow	0	0	1	1	1	1	1	0	1
ensevelies	bury	1	1	0	0	-1	1	1	-1	-1
israéliennes	force	0	0	0	-1	0	1	0	-1	0
notons	note	0	0	0	0	0	0	1	0	0
émanaient	come	0	1	0	0	0	0	1	0	0
clémentes	down	0	0	0	0	0	0	1	0	0
recherchiez	demonstrate	0	0	1	1	0	1	1	0	1
insolente	restrict	0	0	-1	-1	0	1	1	0	1
assisté	see	1	1	1	1	1	1	1	0	1
enseignent	teach	0	1	1	1	1	1	1	0	1
lis	read	0	0	1	0	1	0	1	0	1
servilité	respond	0	1	0	0	0	1	1	0	1
déconcertée	baffle	0	-1	0	-1	0	1	0	-1	0
soumises	subject	0	0	1	1	0	1	1	0	1
royaume	peer	0	1	0	0	1	1	1	0	1
Année	designate	0	0	0	1	0	1	1	1	0
bénéfice	benefit	1	1	0	1	1	1	1	1	1
complexification	complicate	0	-1	0	-1	0	1	0	0	0
incrimination	rule	1	1	1	1	1	1	1	0	1
insolents	be	0	1	0	0	0	0	1	0	1
condamnera	condemn	0	0	-1	-1	0	1	1	0	0
remarquerait	carry	0	1	1	0	0	1	1	0	0
cryptée	sound	1	0	0	1	0	1	0	0	0
fermés	close	0	1	1	0	0	1	1	0	1
persistante	continue	1	1	1	1	1	0	1	0	1
firent	do	1	1	1	0	0	1	1	0	1
pointant	point	0	0	0	0	1	0	1	0	0
fermée	close	0	1	1	0	0	1	1	0	1
persistants	continue	1	1	1	1	1	0	1	0	1
veste	wear	1	1	1	0	1	1	1	0	1
cryptés	exceed	0	0	0	0	0	0	1	0	0
démontage	dismantle	0	0	0	-1	1	1	1	0	1
rappelleront	recall	0	0	0	0	0	1	1	-1	0
joui	enjoy	1	1	1	1	1	1	1	1	1
rappellerons	remind	1	1	1	1	0	1	1	0	0
rassasie	satisfy	1	1	0	1	0	1	1	1	1
radicalise	prompt	1	1	1	1	1	1	1	1	1
préliminaire	open	1	1	1	1	0	0	1	0	1
Pattern	become	0	0	0	0	0	0	1	0	0
autres	further	1	1	1	1	0	1	1	0	1
écrit.-	write	1	1	1	1	1	1	1	0	1
jouer	play	1	1	1	1	1	1	1	0	1
écrivions	write	1	1	1	1	1	1	1	0	1
jouet	hand	1	1	0	1	1	1	1	0	1
Laos	respond	0	1	0	0	0	1	1	0	1
rationnellement	happen	0	0	0	0	0	0	-1	0	0
jouez	play	1	1	1	1	1	1	1	0	1
armant	arm	0	0	0	-1	0	1	0	-1	0
décrète	decree	0	0	1	0	0	1	1	0	1
étranglées	strangle	0	-1	-1	-1	0	1	0	-1	0
exploité	exploit	0	-1	-1	-1	0	1	1	-1	0
ouvert	open	1	1	1	1	0	0	1	0	1
Saintes	time	0	0	1	0	1	0	1	0	1
régi	govern	1	1	1	1	1	1	1	0	1
AMM	market	0	0	0	1	1	1	1	0	1
apprenez	learn	1	1	1	0	1	1	1	0	1
narguer	launch	1	1	1	1	1	1	1	0	1
rehaussement	upgrade	0	0	0	1	1	1	1	0	1
endetter	go	0	0	0	0	0	0	1	0	0
ACP-Union	strengthen	1	1	0	1	0	1	1	1	0
AMP	drive	1	1	0	1	0	1	1	0	1
obstiner	persist	0	0	0	0	0	1	1	0	1
procéderont	carry	0	1	1	0	0	1	1	0	0
allégera	ease	0	1	0	1	0	1	1	0	1
connurent	be	0	1	0	0	0	0	1	0	1
camouflé	disguise	0	0	-1	0	0	0	1	0	1
assiste	be	0	1	0	0	0	0	1	0	1
procéderons	proceed	0	0	0	0	1	1	0	0	1
Bill	bill	0	0	1	1	1	1	1	0	1
désolidariser	distance	0	0	0	0	0	1	1	0	0
purificateur	cleanse	0	1	0	1	0	0	1	0	1
déroutée	aid	1	1	1	1	0	1	1	1	1
surgissait	be	0	1	0	0	0	0	1	0	1
disparue	miss	1	1	0	0	-1	1	1	0	-1
socialistes	call	0	0	1	1	0	1	1	0	1
alignement	line	0	0	0	0	1	0	1	0	1
Capsienne	play	1	1	1	1	1	1	1	0	1
Gutiérrez-Cortines	do	1	1	1	0	0	1	1	0	1
régulièrement	time	0	0	1	0	1	0	1	0	1
intrants	aid	1	1	1	1	0	1	1	1	1
menteurs	lie	0	0	0	0	0	1	1	0	0
persistera	continue	1	1	1	1	1	0	1	0	1
vendons	sell	0	0	0	0	1	1	1	0	1
formidables	major	0	1	0	0	1	1	1	0	1
provoquez	be	0	1	0	0	0	0	1	0	1
débattant	discuss	1	1	0	1	1	1	1	0	1
instaurerait	set	0	0	1	1	1	1	1	0	1
signalée	point	0	0	0	0	1	0	1	0	0
silence	silence	0	-1	-1	-1	0	1	0	-1	0
lancerez	bring	0	0	1	1	0	0	1	0	0
Baron	share	1	1	1	0	1	1	1	0	1
personnages	figure	0	0	0	0	0	0	0	0	0
essais	test	0	1	1	0	1	1	1	0	1
rabaissant	lower	-1	1	1	0	0	1	1	0	1
Dungavel	record	1	1	1	1	1	1	1	0	1
réintroduites	reintroduce	0	0	1	1	1	1	1	0	1
quête	search	0	0	0	0	0	1	1	0	0
remet	call	0	0	1	1	0	1	1	0	1
essaie	try	0	1	1	0	1	1	1	0	0
applaudissons	applaud	1	1	1	1	1	1	1	1	1
agrandissement	expand	1	1	1	1	1	1	1	0	1
déroutés	confuse	0	0	0	-1	0	1	1	-1	0
yo-yo	back	1	1	1	1	1	1	1	1	1
Cancun	reach	0	1	0	0	0	1	1	0	0
démobiliser	have	1	1	1	0	0	1	1	0	1
construisent	build	1	1	1	1	1	1	1	0	1
générera	generate	0	0	1	1	1	1	1	0	1
faisiez	be	0	1	0	0	0	0	1	0	1
visas	travel	1	1	1	0	1	0	1	0	1
institue	establish	0	0	1	1	1	1	1	1	1
projets-	project	0	0	1	1	1	1	1	0	1
Koch	last	0	0	0	0	0	-1	-1	0	0
autogestion	manage	1	1	1	1	1	1	1	0	1
aberrations	sort	0	0	0	1	0	1	1	0	0
consistance	make	0	0	0	1	0	0	1	0	0
défrichement	clear	0	1	1	1	1	1	1	0	1
pointées	aim	0	0	0	1	1	0	1	0	1
tablerais	be	0	1	0	0	0	0	1	0	1
brimer	bully	0	-1	-1	-1	0	1	0	-1	1
parasismique	avert	-1	1	-1	-1	0	-1	1	0	0
monarque	do	1	1	1	0	0	1	1	0	1
travailliez	work	1	1	1	1	0	1	1	0	1
budgétisés	earmark	0	1	1	1	1	1	1	0	1
injection	inject	0	1	1	0	0	1	1	0	1
délivré	issue	0	0	0	1	0	1	1	0	0
étranger	border	0	0	0	0	0	0	0	0	0
étranges	be	0	1	0	0	0	0	1	0	1
approcherons	come	0	1	0	0	0	0	1	0	0
munie	establish	0	0	1	1	1	1	1	1	1
approcheront	support	1	1	1	1	0	1	1	1	1
présents	present	1	1	1	1	1	1	1	0	1
vacancier	happen	0	0	0	0	0	0	-1	0	0
succombant	give	0	1	1	0	0	0	1	0	1
réacteurs-poubelles	scrap	0	0	-1	-1	-1	0	1	0	-1
comporte	be	0	1	0	0	0	0	1	0	1
munir	provide	1	1	1	1	1	1	1	0	1
munis	equip	1	1	1	1	1	1	1	1	1
démocratie	rule	1	1	1	1	1	1	1	0	1
auditionnerez	be	0	1	0	0	0	0	1	0	1
piégés	trap	0	0	0	-1	0	0	0	-1	0
brèves	brief	0	0	1	1	1	1	1	0	1
troublent	disturb	1	-1	0	-1	0	1	0	-1	0
interventions	measure	0	1	0	0	0	0	1	0	1
naissance	rise	1	1	0	1	0	1	1	0	0
satisfaisions	be	0	1	0	0	0	0	1	0	1
déni	deny	0	0	-1	-1	0	1	1	0	-1
audible	hear	0	1	0	0	1	1	1	0	0
déclarer	say	0	0	0	0	0	0	1	0	0
post-production	track	-1	1	-1	-1	1	1	1	-1	1
incomplet	complete	1	1	1	1	1	1	1	0	1
nées	arise	0	0	0	0	0	1	1	0	0
reparti	go	0	0	0	0	0	0	1	0	0
déclarez	say	0	0	0	0	0	0	1	0	0
commerçant	trade	0	1	1	1	1	1	1	0	1
Azerbaïdjan	receive	1	1	1	0	1	1	1	0	1
zonage	zone	0	0	0	0	0	0	1	0	0
mitrailleuses	gun	0	0	0	0	0	1	1	-1	0
soulagent	relieve	0	1	0	1	1	0	1	1	1
virer	turn	0	0	0	0	0	0	1	0	0
bornons	restrict	0	0	-1	-1	0	1	1	0	1
TT	report	0	0	-1	1	0	0	1	0	-1
application	apply	0	1	1	1	1	1	1	0	1
non-traitement	deal	0	0	0	0	0	0	0	0	0
TI	compare	0	0	0	0	0	1	1	0	0
institué	set	0	0	1	1	1	1	1	0	1
choisirons	choose	1	1	1	1	1	1	1	1	1
choisiront	choose	1	1	1	1	1	1	1	1	1
absentia	render	1	0	1	0	1	1	1	0	1
excitation	prevail	1	1	0	0	0	1	1	0	0
ralentissant	slow	0	-1	0	-1	0	1	-1	0	0
équivalait	amount	0	0	0	1	0	0	1	0	0
délivre	issue	0	0	0	1	0	1	1	0	0
haineuses	hate	-1	0	-1	-1	-1	1	1	-1	-1
racontée	tell	1	1	0	1	0	1	1	0	0
malmène	abuse	1	-1	-1	-1	0	1	1	-1	-1
autorisez	allow	1	1	1	1	0	1	1	1	1
jouera	play	1	1	1	1	1	1	1	0	1
e	need	0	1	1	0	0	1	1	0	0
agressif	vote	0	0	0	1	1	1	1	0	0
turbines	account	0	0	0	0	0	1	1	0	0
mélangeons	confuse	0	0	0	-1	0	1	1	-1	0
ciblent	target	0	0	0	1	0	0	0	0	0
fosse	mass	0	0	0	1	0	0	1	0	0
bavardent	chat	0	0	0	0	0	1	1	0	1
utilisez	be	0	1	0	0	0	0	1	0	1
utilises	do	1	1	1	0	0	1	1	0	1
prononcerai	be	0	1	0	0	0	0	1	0	1
constantes	continue	1	1	1	1	1	0	1	0	1
pétrolifères	add	1	1	1	1	1	0	1	0	1
comporté	behave	0	1	0	0	0	1	1	0	1
dévoilent	reveal	0	0	0	1	0	1	1	0	0
Bouwman	bring	0	0	1	1	0	0	1	0	0
placera	put	1	1	1	0	1	1	1	0	1
postule	state	0	1	1	1	0	1	1	0	0
Communes	farm	0	1	1	1	1	1	1	0	1
Interpol	police	0	0	0	-1	0	1	1	0	0
défigure	be	0	1	0	0	0	0	1	0	1
éveille	be	0	1	0	0	0	0	1	0	1
apparemment	seem	0	0	0	0	0	-1	0	0	0
meurtrier	belong	1	0	1	1	1	1	1	0	0
meurtries	suffer	-1	1	-1	0	-1	-1	1	0	-1
différées	defer	0	0	0	-1	0	1	1	0	0
Non	vote	0	0	0	1	1	1	1	0	0
achoppé	break	0	0	-1	-1	1	1	1	0	1
cachions	hide	0	0	0	0	0	0	1	1	0
débureaucratisation	reduce	0	0	0	-1	1	1	1	-1	0
désastreux	devastate	1	-1	0	-1	0	1	-1	-1	0
remets	be	0	1	0	0	0	0	1	0	1
perpétuellement	be	0	1	0	0	0	0	1	0	1
Colomb	nail	0	0	-1	-1	0	1	0	0	0
affichions	have	1	1	1	0	0	1	1	0	1
antiracistes	combat	0	0	0	-1	0	1	1	0	0
666	assess	0	1	0	1	0	1	1	0	1
Guinebertière	project	0	0	1	1	1	1	1	0	1
limiteurs	speed	1	1	0	1	0	1	1	0	0
plaident	be	0	1	0	0	0	0	1	0	1
réformette	reform	1	1	0	1	0	1	1	0	1
écologique	sound	1	0	0	1	0	1	0	0	0
sous-dimensionnée	respect	1	1	1	1	0	1	1	1	1
Camre	decline	0	0	-1	-1	0	1	1	0	0
sédentarité	need	0	1	1	0	0	1	1	0	0
retenez	note	0	0	0	0	0	0	1	0	0
alourdissent	increase	1	1	0	1	0	1	1	0	1
Bergame	go	0	0	0	0	0	0	1	0	0
miniers	mine	0	0	0	1	0	1	1	0	0
patrimoniale	term	1	1	0	1	1	1	0	0	0
consternant	alarm	0	0	0	-1	0	1	1	-1	0
apposés	place	0	0	1	1	1	1	1	0	1
afficher	show	1	1	1	0	1	0	1	0	0
affiches	display	0	0	0	1	0	0	1	0	0
reconnaissons	acknowledge	0	1	1	1	1	0	1	0	1
Charlotte	do	1	1	1	0	0	1	1	0	1
positions	position	0	0	0	1	0	1	1	0	0
Väyrynen	claim	1	1	1	0	1	1	1	0	1
fût	be	0	1	0	0	0	0	1	0	1
renforts	deal	0	0	0	0	0	0	0	0	0
consulterai	consult	1	1	1	1	1	1	1	1	1
Secrétaire	finish	1	1	1	1	1	1	1	0	1
décisif	decide	1	1	1	1	0	1	1	0	1
défiguré	distort	0	0	0	-1	0	1	0	0	0
éveillé	arouse	1	1	0	1	0	1	1	0	0
commémoration	commemorate	1	1	1	1	1	1	1	1	0
chevauchants	straddle	0	0	0	1	1	1	1	0	0
fossilisation	stone	0	0	0	-1	0	1	1	0	1
jordaniennes	involve	0	0	0	0	1	1	1	0	0
instillant	be	0	1	0	0	0	0	1	0	1
Ministres	finance	1	1	1	1	1	1	1	0	1
sultans	battle	0	0	0	-1	1	1	1	0	0
démenons	try	0	1	1	0	1	1	1	0	0
rencontrent	face	0	0	0	0	1	1	1	0	1
avouons	admit	0	0	0	1	0	1	1	0	0
politico-économiques	be	0	1	0	0	0	0	1	0	1
complices	abet	1	1	1	1	0	1	1	0	1
suppressions	cut	0	0	0	-1	0	0	1	0	0
punitions	punish	0	0	-1	-1	0	1	1	-1	-1
cautionnée	back	1	1	1	1	1	1	1	1	1
achoppe	have	1	1	1	0	0	1	1	0	1
lâchons	let	0	0	0	1	-1	0	1	0	0
cotisants	contribute	1	1	1	1	1	1	1	0	1
Stiglitz	attempt	0	0	1	0	1	0	1	0	0
grenouilles	like	1	1	1	1	0	1	1	1	1
éradiquées	eradicate	-1	0	-1	-1	0	1	1	-1	0
réduisant	reduce	0	0	0	-1	1	1	1	-1	0
radicale	sweep	1	0	0	0	0	1	1	0	0
kidnapper	kidnap	0	0	-1	-1	1	1	1	-1	1
statutaires	register	1	0	1	0	1	1	1	0	0
essayions	try	0	1	1	0	1	1	1	0	0
prémisses	start	1	1	1	1	1	1	1	0	1
B7-5040	be	0	1	0	0	0	0	1	0	1
Duhamel	have	1	1	1	0	0	1	1	0	1
milliard	total	0	0	0	0	0	1	1	0	0
légale	measure	0	1	0	0	0	0	1	0	1
fulgurant	mean	0	0	0	0	0	-1	0	0	0
péniblement	be	0	1	0	0	0	0	1	0	1
dotions	have	1	1	1	0	0	1	1	0	1
patente	clear	0	1	1	1	1	1	1	0	1
incohérences	lack	0	0	0	0	-1	1	1	0	-1
honorerait	credit	1	0	1	1	1	1	1	1	1
offrirait	offer	1	1	1	1	1	1	1	0	1
bioéthique	draft	1	1	1	1	1	1	1	0	1
affaiblirait	weaken	0	-1	0	-1	0	1	0	-1	0
rajouterai	add	1	1	1	1	1	0	1	0	1
essaierais	try	0	1	1	0	1	1	1	0	0
essaierait	try	0	1	1	0	1	1	1	0	0
bornait	water	0	-1	0	-1	0	1	1	0	1
patents	clear	0	1	1	1	1	1	1	0	1
marginalisés	marginalize	0	0	0	-1	0	1	0	-1	0
modérateur	moderate	1	0	0	1	0	1	1	0	0
Vranitzky	put	1	1	1	0	1	1	1	0	1
risqué	risk	-1	0	-1	0	-1	0	1	0	-1
emménager	move	0	0	0	1	0	1	1	0	0
forgeron	do	1	1	1	0	0	1	1	0	1
sabordent	don	1	1	1	1	1	1	1	0	1
huissier	usher	0	0	0	1	0	1	1	0	1
échus	charge	-1	0	0	-1	1	1	1	-1	1
regagné	return	0	0	0	0	0	1	1	0	0
risquerait	risk	-1	0	-1	0	-1	0	1	0	-1
risquerais	venture	0	0	1	0	1	1	1	0	1
sous-jacent	underlie	0	0	0	0	0	1	1	0	0
Karzai	power	1	0	0	0	0	0	1	0	1
disposait	have	1	1	1	0	0	1	1	0	1
hasards	happen	0	0	0	0	0	0	-1	0	0
Oiseaux	violate	0	-1	-1	-1	0	1	0	0	-1
disposais	have	1	1	1	0	0	1	1	0	1
souhaiteraient	like	1	1	1	1	0	1	1	1	1
achevait	end	0	1	0	0	1	0	1	0	0
voyons	see	1	1	1	1	1	1	1	0	1
sous-estimeraient	warn	0	1	0	1	0	1	1	0	0
figuraient	be	0	1	0	0	0	0	1	0	1
avancées	progress	1	1	0	1	1	1	1	0	1
assurons	let	0	0	0	1	-1	0	1	0	0
anéantiront	do	1	1	1	0	0	1	1	0	1
afficherait	demonstrate	0	0	1	1	0	1	1	0	1
retraites	benefit	1	1	0	1	1	1	1	1	1
retraiter	process	0	0	1	1	1	1	1	0	0
atténuant	mitigate	0	0	0	0	0	0	1	0	0
bridée	be	0	1	0	0	0	0	1	0	1
battions	fight	-1	0	-1	-1	0	0	1	0	-1
rapatrions	repatriate	0	0	-1	-1	0	1	1	-1	1
erratique	go	0	0	0	0	0	0	1	0	0
évaluer	assess	0	1	0	1	0	1	1	0	1
teintes	touch	1	0	1	0	0	1	1	0	1
irréprochables	be	0	1	0	0	0	0	1	0	1
louez	praise	1	1	1	1	1	1	1	1	1
manneken	remark	0	0	0	0	0	1	1	-1	1
fragilisera	undermine	0	-1	0	-1	0	1	0	0	0
louer	praise	1	1	1	1	1	1	1	1	1
Thessalonique	hold	0	1	1	1	1	1	1	0	1
évanouira	make	0	0	0	1	0	0	1	0	0
parachute	jump	0	0	0	0	1	0	1	-1	1
comptabilisation	account	0	0	0	0	0	1	1	0	0
convocations	involve	0	0	0	0	1	1	1	0	0
réussirez	succeed	0	1	1	0	1	1	1	0	1
saturée	wash	0	1	1	1	0	1	1	0	1
explicative	clarify	0	1	1	1	1	1	1	0	1
découvertes	discover	0	1	0	1	1	1	1	0	0
dialectique	debate	0	1	0	1	1	1	1	0	0
exporteront	export	0	0	1	0	1	1	1	0	1
exporterons	export	0	0	1	0	1	1	1	0	1
ôterait	take	1	1	1	0	1	1	1	0	1
noyade	drown	0	-1	-1	-1	0	1	0	-1	0
perturbés	disrupt	1	-1	0	-1	0	1	0	-1	0
diminue	be	0	1	0	0	0	0	1	0	1
regagne	regain	1	1	1	0	1	1	1	0	1
agro-alimentaires	process	0	0	1	1	1	1	1	0	0
ressortie	emerge	1	1	0	0	0	1	1	0	1
risque	risk	-1	0	-1	0	-1	0	1	0	-1
prévenant	prevent	0	0	0	-1	0	1	1	-1	0
transcendantal	term	1	1	0	1	1	1	0	0	0
provoquent	cause	-1	-1	0	0	0	-1	0	0	0
ressortit	be	0	1	0	0	0	0	1	0	1
corruptions	abet	1	1	1	1	0	1	1	0	1
