de Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
abgefaßt	word	0	1	0	0	0	0	1	0	0
ununterbrochen	blow	0	0	0	0	0	0	1	0	0
Telefonkosten	telephone	1	1	1	1	1	1	1	1	1
Signalsystems	signal	0	0	0	1	0	0	1	0	0
Erweiterungsprozesses	enlarge	0	0	0	-1	1	1	1	0	0
forderte	call	0	0	1	1	0	1	1	0	1
Ländergruppe	group	0	0	0	1	1	0	1	0	1
vorausgeschickt	say	0	0	0	0	0	0	1	0	0
Signalsysteme	signal	0	0	0	1	0	0	1	0	0
zunutze	exploit	0	-1	-1	-1	0	1	1	-1	0
Kräften	force	0	0	0	-1	0	1	0	-1	0
Freiwilliger	volunteer	1	1	0	1	0	1	1	0	1
aufgibt	abandon	0	-1	-1	-1	-1	0	1	-1	-1
modernen	advance	0	1	1	1	1	0	1	0	1
aufschreiben	write	1	1	1	1	1	1	1	0	1
mitnimmt	wish	1	1	1	1	1	1	1	1	1
streitet	argue	0	0	1	1	0	1	1	0	0
abgeglichen	compare	0	0	0	0	0	1	1	0	0
streiten	argue	0	0	1	1	0	1	1	0	0
Barrieren	block	0	0	-1	-1	0	1	1	0	-1
Forschungssysteme	research	0	-1	1	1	1	1	1	0	1
Aufkündigung	revoke	0	0	-1	-1	0	1	1	0	1
gekürzte	reduce	0	0	0	-1	1	1	1	-1	0
entgegengesetzten	oppose	0	0	-1	-1	0	1	1	0	-1
erlassene	pass	0	1	0	0	0	1	1	0	0
gelegentlichen	hinder	0	-1	0	-1	0	1	0	-1	0
Limits	limit	0	0	0	-1	0	1	1	0	0
untermauerten	substantiate	0	1	1	1	0	1	1	0	1
irgendwohin	fly	0	1	1	0	0	0	1	0	1
Vorkommnissen	happen	0	0	0	0	0	0	-1	0	0
erschütternde	shock	0	0	0	-1	0	1	-1	-1	0
sorgsam	care	1	1	1	1	0	1	1	0	1
billigten	approve	1	1	1	1	1	1	1	0	1
Finanzierungsmöglichkeit	finance	1	1	1	1	1	1	1	0	1
gegründet	establish	0	0	1	1	1	1	1	1	1
geprüften	examine	1	1	0	1	0	1	1	0	0
Ausbreiten	spread	-1	-1	0	1	0	-1	1	0	0
Widerruf	revoke	0	0	-1	-1	0	1	1	0	1
Bedacht	caution	1	1	1	1	0	1	1	-1	-1
Beschäftigtenzahl	employ	1	1	1	1	1	1	1	0	1
endlosen	repeat	0	1	0	1	0	1	1	0	0
Schlußfolgerung	conclude	1	1	1	1	0	1	1	0	1
Augenblicke	time	0	0	1	0	1	0	1	0	1
ausgewiesen	expel	-1	0	-1	-1	0	1	1	-1	-1
Einbruch	collapse	0	0	0	-1	0	1	1	0	0
beanstandeten	complain	0	0	0	0	0	1	1	0	1
Knäuel	tangle	0	-1	0	-1	0	0	-1	0	0
Gewichtsgrenze	weight	0	-1	0	1	0	1	-1	0	0
abgegebene	cast	0	0	0	0	0	0	1	0	0
Lieferkette	supply	0	0	1	1	1	1	1	0	1
Augenschein	look	0	1	1	0	0	0	1	0	1
Fall	do	1	1	1	0	0	1	1	0	1
zuleiten	pass	0	1	0	0	0	1	1	0	0
vorhersehbar	predict	0	1	0	0	0	1	1	0	0
Warnmechanismus	warn	0	1	0	1	0	1	1	0	0
Entgleisung	drift	0	0	0	0	0	1	0	-1	0
Kontrollbesuche	visit	1	1	1	1	1	1	1	1	1
großzügig	consolidate	1	0	0	1	1	1	1	0	1
vorläufig	be	0	1	0	0	0	0	1	0	1
Verhandlungsmasse	negotiate	1	1	1	1	1	1	1	0	1
horizontal	board	0	0	1	0	1	1	1	0	1
verteidige	defend	1	1	1	1	0	1	1	1	1
Kohäsion	speed	1	1	0	1	0	1	1	0	0
unterhalb	lower	-1	1	1	0	0	1	1	0	1
verteidigt	defend	1	1	1	1	0	1	1	1	1
achte	respect	1	1	1	1	0	1	1	1	1
Kürzungsvorschläge	cut	0	0	0	-1	0	0	1	0	0
Tausch	exchange	0	0	1	0	1	0	1	0	0
Ausschreibungen	contract	-1	0	-1	0	-1	-1	1	0	-1
einstufen	classify	0	0	0	1	0	1	1	0	0
Sofortmaßnahme	measure	0	1	0	0	0	0	1	0	1
aufbauend	build	1	1	1	1	1	1	1	0	1
Realität	practice	0	0	1	1	0	0	1	0	0
Fangen	catch	0	1	0	0	1	1	1	0	1
Aufforderungen	call	0	0	1	1	0	1	1	0	1
Rechtsordnung	rule	1	1	1	1	1	1	1	0	1
Kostendämpfung	cost	0	-1	0	0	0	0	1	-1	0
Mietwagensektor	hire	1	1	1	1	1	1	1	1	1
physisch	shine	1	1	1	1	1	1	1	0	1
Grundsatzdokument	document	0	0	0	0	0	1	1	0	0
leichte	light	0	1	1	1	0	1	1	0	1
auszugrenzen	exclude	0	0	-1	-1	0	1	1	0	0
Vernachlässigung	neglect	1	-1	-1	-1	-1	1	0	-1	-1
übergreift	spread	-1	-1	0	1	0	-1	1	0	0
Einfuhr-	import	0	0	0	1	1	1	1	0	1
Konditionalität	attach	0	0	1	1	1	1	1	0	0
überschlagen	fall	0	0	0	-1	-1	0	1	0	-1
konfrontieren	confront	0	0	-1	-1	0	0	1	-1	0
Tat	be	0	1	0	0	0	0	1	0	1
Pressionen	pressure	0	0	0	-1	0	0	1	-1	0
Rand	edge	0	0	0	0	0	0	1	0	0
zementiert	cement	0	1	1	1	1	1	1	0	1
nachgekommen	comply	0	0	0	1	1	1	1	0	1
faire	play	1	1	1	1	1	1	1	0	1
Schädigungen	damage	1	-1	0	-1	0	1	-1	-1	0
eingefahren	profit	1	0	1	0	1	1	1	0	1
hochqualifizierte	qualify	1	1	0	1	0	1	1	1	0
unklar	clear	0	1	1	1	1	1	1	0	1
zugrundeliegende	underlie	0	0	0	0	0	1	1	0	0
definieren	define	0	0	0	1	1	1	1	0	0
teilnehmenden	participate	1	1	1	1	1	1	1	0	1
unnötiger	burden	0	-1	-1	-1	-1	0	1	0	-1
kritischen	comment	0	0	0	0	0	1	1	0	1
rundheraus	reject	0	0	-1	-1	0	1	1	0	0
abzuhelfen	remedy	0	0	0	0	0	0	1	0	1
Wahlbeobachtung	monitor	0	1	1	1	1	0	1	0	0
artikulieren	express	-1	0	0	0	1	0	1	0	0
vermittelbar	convey	0	0	1	1	0	1	1	0	1
Doppelbelastung	double	0	0	1	1	1	0	1	0	1
kritischer	discriminate	0	0	1	1	0	1	1	0	0
kollidierenden	conflict	0	0	0	-1	0	1	1	0	0
beurteilten	assess	0	1	0	1	0	1	1	0	1
rückständigsten	advance	0	1	1	1	1	0	1	0	1
Saldo	balance	0	1	1	1	0	1	1	0	1
Rente	retire	0	1	1	0	-1	1	1	0	-1
Produktionsprozessen	process	0	0	1	1	1	1	1	0	0
7	follow	0	0	1	1	1	1	1	0	1
umweltverschmutzenden	pollute	0	-1	0	-1	0	1	-1	0	0
Sicherheitsniveau	level	0	1	1	1	1	0	1	0	1
EU-Außengrenzen	border	0	0	0	0	0	0	0	0	0
erregte	arouse	1	1	0	1	0	1	1	0	0
zuwiderlaufen	counter	0	0	0	1	0	1	1	0	0
Buchstabe	empty	0	0	0	1	0	0	1	0	0
betreffende	question	0	0	1	1	1	1	1	0	1
abgefunden	resign	0	0	0	0	-1	1	1	0	-1
Beweggründen	reason	0	0	0	0	0	0	1	0	1
Weiterentwicklungen	advance	0	1	1	1	1	0	1	0	1
gerufenen	launch	1	1	1	1	1	1	1	0	1
Brot	earn	1	1	1	0	1	1	1	0	1
Tatbestand	prosecute	0	0	-1	-1	0	1	1	-1	0
wehrt	oppose	0	0	-1	-1	0	1	1	0	-1
Verfahrenskodex	code	1	1	0	1	0	1	1	0	0
irren	mistake	0	0	-1	-1	-1	1	1	-1	-1
Lebensende	insure	1	1	1	1	1	1	1	0	1
Brok	falsify	0	0	1	1	0	1	1	0	1
Telefongebühren	telephone	1	1	1	1	1	1	1	1	1
Gemeinschaftsvorhaben	project	0	0	1	1	1	1	1	0	1
wehre	oppose	0	0	-1	-1	0	1	1	0	-1
gereicht	credit	1	0	1	1	1	1	1	1	1
Vorbild	model	0	0	0	1	1	1	1	0	1
Beihilfemaßnahmen	aid	1	1	1	1	0	1	1	1	1
unterzieht	subject	0	0	1	1	0	1	1	0	1
Strukturfonds	fund	1	1	1	1	1	1	1	0	1
Handel	trade	0	1	1	1	1	1	1	0	1
warte	wait	0	0	0	0	0	0	1	0	0
Unsinn	sense	0	0	0	0	1	0	1	0	0
anzumaßen	control	1	0	1	0	1	1	1	0	1
bescheinigen	certify	1	1	1	1	1	1	1	0	1
abgeholt	pick	0	1	1	1	1	1	1	0	1
ausgedehnt	extend	0	1	1	1	1	1	1	0	1
Unklarheiten	doubt	0	0	-1	-1	0	1	1	0	-1
schränkt	restrict	0	0	-1	-1	0	1	1	0	1
herausgearbeitet	identify	0	0	-1	0	0	1	1	0	0
wappnen	equip	1	1	1	1	1	1	1	1	1
überhastete	rush	0	0	-1	-1	1	1	1	-1	0
Welthandelsgefüge	structure	1	1	0	1	1	1	1	0	0
auszurufen	declare	0	0	1	0	0	1	1	0	1
Sozialdumping	dump	0	-1	0	-1	1	0	0	-1	1
funktionieren	work	1	1	1	1	0	1	1	0	1
UN-Mandats	mandate	0	0	1	1	0	1	1	0	1
Krisenherd	spot	0	1	0	-1	1	1	1	-1	1
Gebote	exert	0	0	0	1	0	0	1	0	0
aufraffen	pull	0	0	0	0	0	0	1	0	0
Glückwünsche	congratulate	1	1	1	1	1	1	1	1	1
reichenden	major	0	1	0	0	1	1	1	0	1
Rechten	power	1	0	0	0	0	0	1	0	1
Grenzland	border	0	0	0	0	0	0	0	0	0
Rechtes	belong	1	0	1	1	1	1	1	0	0
darüber	discuss	1	1	0	1	1	1	1	0	1
Kontingent	exhaust	0	0	0	-1	-1	1	1	0	-1
Eingreifens	intervene	0	0	0	-1	0	1	1	0	1
pflichtet	agree	0	0	0	0	1	1	1	0	1
Zufriedenheit	please	0	0	0	1	0	1	1	1	0
herausbilden	emerge	1	1	0	0	0	1	1	0	1
Abfolge	order	0	0	0	-1	0	0	1	0	0
hineingebracht	introduce	1	1	1	1	1	1	1	1	1
pflichten	agree	0	0	0	0	1	1	1	0	1
deutlichere	clarify	0	1	1	1	1	1	1	0	1
uneinheitliche	mix	0	0	0	1	1	0	1	0	1
zusammengeschlossenen	bring	0	0	1	1	0	0	1	0	0
ersatzlos	replace	0	1	0	0	1	1	1	0	1
Geschäftsmodelle	model	0	0	0	1	1	1	1	0	1
erstarren	grind	0	0	0	-1	0	0	1	0	1
Kompromißentschließungsantrag	compromise	0	-1	0	-1	-1	1	0	0	0
kodifiziert	codify	0	1	1	1	1	1	1	0	1
gerühmt	praise	1	1	1	1	1	1	1	1	1
ziehende	aggravate	-1	0	-1	-1	0	-1	0	0	0
beständig	grow	1	1	1	1	1	1	1	0	1
null	square	0	0	0	0	0	1	1	0	0
expressis	tamper	0	-1	0	-1	0	1	1	0	0
Geldsumme	amount	0	0	0	1	0	0	1	0	0
Grenzregionen	border	0	0	0	0	0	0	0	0	0
Energiecharta	charter	1	1	1	1	1	1	1	1	1
ausgewogener	balance	0	1	1	1	0	1	1	0	1
ausgewogenes	balance	0	1	1	1	0	1	1	0	1
qualitativ	produce	1	1	1	1	0	1	1	0	1
Marktöffnungen	open	1	1	1	1	0	0	1	0	1
euch	tell	1	1	0	1	0	1	1	0	0
REACH	reach	0	1	0	0	0	1	1	0	0
Dörfer	bomb	0	-1	0	-1	0	1	1	-1	0
Bearbeitung	process	0	0	1	1	1	1	1	0	0
beruhigenden	reassure	1	1	1	1	0	1	1	1	1
ausgewogenen	balance	0	1	1	1	0	1	1	0	1
Herausgabe	issue	0	0	0	1	0	1	1	0	0
wiedersehen	return	0	0	0	0	0	1	1	0	0
verschuldet	aggravate	-1	0	-1	-1	0	-1	0	0	0
Freihandels-	free	1	1	1	1	1	1	1	1	1
Widerstands	resist	-1	0	-1	-1	1	1	1	-1	1
zuteilen	allocate	0	1	1	1	1	1	1	0	1
Freihandelspolitik	free	1	1	1	1	1	1	1	1	1
Verzugs	delay	-1	0	-1	-1	-1	0	1	0	-1
wegsehen	look	0	1	1	0	0	0	1	0	1
stürzte	crash	0	-1	0	-1	0	1	1	-1	0
Umweltpraktiken	practice	0	0	1	1	0	0	1	0	0
Verschmutzung	pollute	0	-1	0	-1	0	1	-1	0	0
einzuwenden	object	0	0	0	1	0	0	1	0	1
annehme	assume	0	0	0	1	1	0	1	0	0
herumlaufen	walk	0	1	1	0	0	-1	1	0	1
Vorausschau	forecast	0	0	0	0	0	0	1	0	1
anführe	set	0	0	1	1	1	1	1	0	1
Bedingungen	term	1	1	0	1	1	1	0	0	0
weht	blow	0	0	0	0	0	0	1	0	0
Erfolg	succeed	0	1	1	0	1	1	1	0	1
Fähren	ferry	0	0	0	1	1	1	0	-1	1
bewenden	leave	0	0	0	0	0	0	1	-1	0
aufbrauchen	complicate	0	-1	0	-1	0	1	0	0	0
anführt	cite	0	1	0	0	1	1	1	0	1
nehme	note	0	0	0	0	0	0	1	0	0
Investitionsanreize	attract	0	0	0	1	0	0	1	0	0
existierender	exist	1	1	1	0	1	0	1	0	1
mühsamer	tire	0	0	0	-1	0	1	0	-1	0
existierenden	exist	1	1	1	0	1	0	1	0	1
quer	transport	0	1	0	1	1	1	1	0	0
Direktmarketing	market	0	0	0	1	1	1	1	0	1
nehmt	take	1	1	1	0	1	1	1	0	1
Forschungsbudget	research	0	-1	1	1	1	1	1	0	1
Plantagen	crop	0	0	1	0	1	1	1	0	1
angepaßt	adapt	0	1	1	1	1	1	1	0	1
adoptiert	adopt	1	1	1	1	1	1	1	0	1
unbedingte	relate	0	1	1	1	0	1	1	0	1
Stufenplan	phase	0	0	0	1	1	0	1	0	0
Fahrzeug	drive	1	1	0	1	0	1	1	0	1
Konfliktregion	conflict	0	0	0	-1	0	1	1	0	0
entrechtet	deprive	0	-1	0	-1	0	1	0	-1	0
alledem	top	0	0	1	0	1	1	1	0	1
Menschenmenge	crowd	0	0	0	-1	0	1	1	0	0
Zorns	anger	0	-1	0	-1	0	1	0	-1	0
unverblümt	blunt	0	0	0	-1	0	1	0	0	0
zugedachten	fulfill	1	1	1	1	1	1	1	0	1
diversifizierten	diversify	0	0	0	0	1	1	1	0	0
Streitschlichtungsverfahren	dispute	0	0	-1	-1	-1	1	1	0	-1
Themen	issue	0	0	0	1	0	1	1	0	0
beruhigen	reassure	1	1	1	1	0	1	1	1	1
verursachenden	pollute	0	-1	0	-1	0	1	-1	0	0
Sofortmaßnahmen	measure	0	1	0	0	0	0	1	0	1
verschlungen	swallow	0	-1	1	1	0	1	1	0	1
Steuerverwaltungen	tax	0	0	1	1	1	0	1	0	1
vorangegangen	precede	0	0	0	1	0	1	1	0	0
diversifiziertes	diversify	0	0	0	0	1	1	1	0	0
Haftbefehl	arrest	0	0	-1	-1	1	1	1	-1	1
verhinderten	prevent	0	0	0	-1	0	1	1	-1	0
Nuklearschmuggel	smuggle	0	0	-1	-1	1	1	0	-1	1
Getränk	drink	0	0	1	0	1	0	1	0	1
errichteten	establish	0	0	1	1	1	1	1	1	1
aufzufordern	call	0	0	1	1	0	1	1	0	1
Gleichschaltung	lodge	0	0	0	0	0	1	1	0	1
Umlage	levy	1	0	1	1	1	0	1	0	1
Bedrängnis	trouble	0	-1	0	-1	0	1	0	-1	0
berechtigt	justify	0	0	1	1	1	1	1	0	1
englische	behave	0	1	0	0	0	1	1	0	1
Rechnungsprüfung	account	0	0	0	0	0	1	1	0	0
Reformkräfte	force	0	0	0	-1	0	1	0	-1	0
regelnden	govern	1	1	1	1	1	1	1	0	1
bekanntmachen	know	1	1	1	0	1	1	1	0	1
Blätter	leave	0	0	0	0	0	0	1	-1	0
feststellte	say	0	0	0	0	0	0	1	0	0
Eingreifen	intervene	0	0	0	-1	0	1	1	0	1
Völkern	impose	0	0	1	1	1	0	1	0	1
jeden	doubt	0	0	-1	-1	0	1	1	0	-1
einzelstaatlicher	level	0	1	1	1	1	0	1	0	1
EU-Förderungen	receive	1	1	1	0	1	1	1	0	1
hierdurch	result	0	0	0	0	1	0	1	0	0
vergrößern	increase	1	1	0	1	0	1	1	0	1
Förderungen	support	1	1	1	1	0	1	1	1	1
gebaut	build	1	1	1	1	1	1	1	0	1
jedes	time	0	0	1	0	1	0	1	0	1
belogen	lie	0	0	0	0	0	1	1	0	0
einzelstaatlichen	own	0	1	1	1	1	1	1	0	1
Wettbewerbschancen	play	1	1	1	1	1	1	1	0	1
Einschränkung	restrict	0	0	-1	-1	0	1	1	0	1
Vorlesen	read	0	0	1	0	1	0	1	0	1
volkswirtschaftliche	account	0	0	0	0	0	1	1	0	0
Handlungsbedarf	act	0	0	0	0	0	0	1	0	0
Marktorientierung	narrow	1	0	0	0	0	1	1	0	0
Menschenwürde	degrade	0	-1	0	-1	0	1	-1	-1	0
manipulieren	manipulate	0	0	0	0	0	1	1	0	1
umzusetzenden	implement	1	1	1	1	1	1	1	0	1
Straßen	route	0	0	0	0	0	1	1	0	0
ermächtigt	empower	1	1	0	1	0	1	1	1	1
Finanzierungsmethoden	finance	1	1	1	1	1	1	1	0	1
Datei	file	0	1	0	0	0	1	1	0	0
kraftvoll	prevail	1	1	0	0	0	1	1	0	0
schwerwiegenden	major	0	1	0	0	1	1	1	0	1
Preiserhöhungen	increase	1	1	0	1	0	1	1	0	1
schwieriger	complicate	0	-1	0	-1	0	1	0	0	0
schwerwiegendes	major	0	1	0	0	1	1	1	0	1
müßten	need	0	1	1	0	0	1	1	0	0
hinters	deceive	0	-1	-1	-1	0	1	0	-1	0
Mindestlöhne	wage	0	1	1	1	1	1	1	0	1
behilflich	help	1	1	0	1	0	1	1	1	0
sehnlichst	pray	1	1	1	1	0	1	1	1	1
Fortschrittsberichts	progress	1	1	0	1	1	1	1	0	1
Grundmodell	model	0	0	0	1	1	1	1	0	1
verübt	commit	-1	-1	0	0	-1	0	1	0	-1
Fortschrittsberichte	report	0	0	-1	1	0	0	1	0	-1
richten	focus	1	1	1	1	0	1	1	0	1
stagniert	stall	0	0	0	-1	1	1	1	0	0
Konfliktherden	conflict	0	0	0	-1	0	1	1	0	0
Nach	follow	0	0	1	1	1	1	1	0	1
eingesparten	save	1	1	1	1	0	1	1	1	1
richtet	direct	0	0	1	1	0	1	1	0	1
Projektvorschläge	project	0	0	1	1	1	1	1	0	1
Unterschlupf	shelter	0	0	0	0	0	0	1	0	0
Verdolmetschung	interpret	0	0	1	0	1	1	1	0	1
abschließende	conclude	1	1	1	1	0	1	1	0	1
streunender	stray	0	-1	0	0	0	1	1	0	0
vorzuschreiben	impose	0	0	1	1	1	0	1	0	1
streunenden	stray	0	-1	0	0	0	1	1	0	0
nachverfolgt	follow	0	0	1	1	1	1	1	0	1
Verheugen	decree	0	0	1	0	0	1	1	0	1
Obergrenzen	limit	0	0	0	-1	0	1	1	0	0
ausgeblendet	ignore	0	-1	-1	-1	0	1	0	-1	0
geographischen	distance	0	0	0	0	0	1	1	0	0
Maske	mask	0	0	0	0	0	1	1	0	0
Reformprozesses	reform	1	1	0	1	0	1	1	0	1
hineinbringen	introduce	1	1	1	1	1	1	1	1	1
beklagten	complain	0	0	0	0	0	1	1	0	1
Mitverantwortung	share	1	1	1	0	1	1	1	0	1
Gemeinschaftshaushalt	fund	1	1	1	1	1	1	1	0	1
000	maim	0	-1	-1	-1	0	1	0	-1	0
erhebliche	major	0	1	0	0	1	1	1	0	1
Mandatserteilung	issue	0	0	0	1	0	1	1	0	0
Anliegens	concern	1	-1	0	-1	0	1	1	-1	0
Zuspitzung	worsen	-1	-1	0	-1	0	1	-1	0	0
sofortige	prompt	1	1	1	1	1	1	1	1	1
weitergekommen	progress	1	1	0	1	1	1	1	0	1
gesunkenen	sink	0	0	0	-1	1	0	0	-1	0
Ufer	shore	0	1	1	1	1	1	1	0	1
Kenntnis	note	0	0	0	0	0	0	1	0	0
abgetrieben	abort	0	0	0	-1	0	1	0	0	1
Steuerzahler	tax	0	0	1	1	1	0	1	0	1
nachfragen	ask	0	0	0	0	1	1	1	0	0
kooperierenden	cooperate	0	1	0	1	1	1	1	0	1
rechte	time	0	0	1	0	1	0	1	0	1
Abfallbehandlung	waste	0	-1	0	-1	-1	1	1	0	-1
schriftlicher	write	1	1	1	1	1	1	1	0	1
Witz	joke	0	0	0	0	0	0	1	0	0
repressiven	clamp	0	0	0	-1	0	1	0	0	0
anläßlich	mark	0	1	0	0	0	1	1	0	0
Medienkampagnen	campaign	0	0	1	1	1	1	1	-1	1
wettmachen	compensate	0	0	0	1	0	1	1	1	0
geschändet	violate	0	-1	-1	-1	0	1	0	0	-1
zustimmte	agree	0	0	0	0	1	1	1	0	1
Klaren	clear	0	1	1	1	1	1	1	0	1
Kompromißanträge	compromise	0	-1	0	-1	-1	1	0	0	0
vorgefunden	found	1	1	1	1	1	1	1	1	1
Besitz	own	0	1	1	1	1	1	1	0	1
abverlangen	demand	0	0	1	1	0	1	1	0	1
Sicherheitssystem	balance	0	1	1	1	0	1	1	0	1
abweisen	dismiss	0	0	-1	-1	0	0	1	-1	0
rufe	call	0	0	1	1	0	1	1	0	1
kompromisslos	compromise	0	-1	0	-1	-1	1	0	0	0
Mitgliedslandes	fly	0	1	1	0	0	0	1	0	1
ruft	call	0	0	1	1	0	1	1	0	1
Auffassungen	view	0	0	0	1	0	1	1	0	0
nahestehenden	close	0	1	1	0	0	1	1	0	1
Fischzucht	farm	0	1	1	1	1	1	1	0	1
nachgelagerten	relate	0	1	1	1	0	1	1	0	1
Unternehmensbesteuerung	tax	0	0	1	1	1	0	1	0	1
Äußersten	push	0	0	-1	-1	0	1	1	-1	0
Fehlfunktionen	malfunction	0	-1	0	0	0	0	-1	0	0
Marktpreise	price	0	0	1	1	1	0	1	0	1
Gebrauchs	drift	0	0	0	0	0	1	0	-1	0
zurücküberwiesen	refer	1	1	1	1	0	1	1	1	1
ungestraft	punish	0	0	-1	-1	0	1	1	-1	-1
Förderprojekte	project	0	0	1	1	1	1	1	0	1
zufügen	damage	1	-1	0	-1	0	1	-1	-1	0
Gesetzesvorlagen	bill	0	0	1	1	1	1	1	0	1
Zerstreuung	disperse	0	0	-1	-1	0	1	1	-1	0
Umweltbelastung	burden	0	-1	-1	-1	-1	0	1	0	-1
Zurückweichen	retreat	0	0	-1	0	0	0	1	0	1
Herrschaft	rule	1	1	1	1	1	1	1	0	1
spitzt	head	1	0	1	1	1	1	1	0	1
Verarbeitung	process	0	0	1	1	1	1	1	0	0
nahestehen	close	0	1	1	0	0	1	1	0	1
statthaft	allow	1	1	1	1	0	1	1	1	1
aufbereitet	prepare	1	1	1	1	1	1	1	1	1
spannenden	excite	0	0	0	-1	0	1	0	-1	0
Bild	picture	0	0	0	0	0	1	1	0	0
Strategien	approach	0	1	1	0	1	1	1	0	1
mittelfristig	term	1	1	0	1	1	1	0	0	0
negativen	damage	1	-1	0	-1	0	1	-1	-1	0
Untermauerung	back	1	1	1	1	1	1	1	1	1
negativer	turn	0	0	0	0	0	0	1	0	0
triftigen	ground	0	0	1	1	1	1	1	0	1
Wahllokal	poll	0	0	1	1	1	1	1	0	1
Massen-	mass	0	0	0	1	0	0	1	0	0
suspekt	suspect	-1	0	-1	0	-1	-1	1	0	-1
spannender	excite	0	0	0	-1	0	1	0	-1	0
spannendes	excite	0	0	0	-1	0	1	0	-1	0
langsamen	slow	0	-1	0	-1	0	1	-1	0	0
langsames	slow	0	-1	0	-1	0	1	-1	0	0
langsamer	slow	0	-1	0	-1	0	1	-1	0	0
Distanz	distance	0	0	0	0	0	1	1	0	0
einzulenken	comply	0	0	0	1	1	1	1	0	1
androhen	threaten	0	-1	-1	-1	0	1	1	-1	-1
anzutreffen	found	1	1	1	1	1	1	1	1	1
vorzulegen	present	1	1	1	1	1	1	1	0	1
Weltmarktpreis	price	0	0	1	1	1	0	1	0	1
Arbeitskräfte	force	0	0	0	-1	0	1	0	-1	0
Neuerungen	change	0	1	0	1	0	1	1	0	1
resignieren	resign	0	0	0	0	-1	1	1	0	-1
einsperrt	imprison	0	-1	-1	-1	0	1	0	-1	0
stillegen	shut	1	0	0	0	0	0	1	0	0
zuungunsten	tip	0	0	0	-1	0	0	1	0	0
verlorener	lose	0	0	0	-1	-1	1	1	0	-1
übernahm	take	1	1	1	0	1	1	1	0	1
Zecken	tick	0	0	0	0	0	1	1	0	0
beschützt	protect	1	1	1	1	0	1	1	1	1
Sozialvertrag	contract	-1	0	-1	0	-1	-1	1	0	-1
Grenzbewohner	border	0	0	0	0	0	0	0	0	0
Pressegesetz	press	0	1	0	-1	0	1	1	-1	0
Koch	cook	0	1	0	1	1	1	1	0	1
umbenannte	rename	0	0	0	1	0	0	1	0	1
aufschlußreich	reveal	0	0	0	1	0	1	1	0	0
fünfjährigem	reside	0	1	1	1	1	1	1	0	1
herkomme	come	0	1	0	0	0	0	1	0	0
erlangen	gain	1	1	1	1	1	1	1	0	1
Aufnahmeländern	host	1	1	1	1	1	1	1	0	1
auszuschließen	exclude	0	0	-1	-1	0	1	1	0	0
miteinzubeziehen	include	1	1	1	1	1	1	1	1	0
aufklärt	explain	1	1	0	1	0	1	1	0	1
Beibehaltung	maintain	1	0	1	1	0	1	1	0	1
richtungsweisend	guide	0	0	1	1	1	1	1	1	1
gegenüber	regard	1	1	1	1	1	1	1	1	1
gerügt	reprimand	0	-1	-1	-1	0	1	1	-1	1
gleichermaßen	equal	1	1	0	1	0	1	1	0	1
Sonderbeihilfen	aid	1	1	1	1	0	1	1	1	1
Umstrukturierungsplans	restructure	1	1	0	1	1	1	1	0	1
Sicherheitsgründen	reason	0	0	0	0	0	0	1	0	1
Eigenmittelbeschlusses	own	0	1	1	1	1	1	1	0	1
gedrängten	pack	1	1	1	0	1	1	1	0	1
auszeichnet	distinguish	1	0	0	1	0	1	1	1	0
Kontrollbefugnissen	power	1	0	0	0	0	0	1	0	1
irritieren	confuse	0	0	0	-1	0	1	1	-1	0
auszeichnen	distinguish	1	0	0	1	0	1	1	1	0
Bestrebens	desire	1	1	1	1	0	1	1	1	1
Redner	speak	1	1	1	1	1	1	1	0	1
absurdum	invalidate	0	0	0	-1	0	1	1	0	0
Schwerpunkt	focus	1	1	1	1	0	1	1	0	1
Wegskizze	map	0	0	0	0	0	1	1	0	1
verdeckte	hide	0	0	0	0	0	0	1	1	0
thematisiert	raise	0	0	1	1	0	0	1	0	1
Konfliktpotential	conflict	0	0	0	-1	0	1	1	0	0
Default	swap	0	0	0	0	1	1	1	0	1
wüssten	know	1	1	1	0	1	1	1	0	1
Vollstreckungsstaat	execute	0	0	0	0	0	1	1	0	1
Versicherung	insure	1	1	1	1	1	1	1	0	1
befänden	be	0	1	0	0	0	0	1	0	1
erholt	recover	1	1	1	1	1	1	1	0	1
Warnsignale	warn	0	1	0	1	0	1	1	0	0
verfallen	fall	0	0	0	-1	-1	0	1	0	-1
Verbrauchs	consume	0	0	1	0	1	1	1	0	1
wohl	be	0	1	0	0	0	0	1	0	1
aufgeschlüsselte	break	0	0	-1	-1	1	1	1	0	1
Menschenhandel	trade	0	1	1	1	1	1	1	0	1
Geschmacksmusterschutz	design	1	1	1	1	1	1	1	0	1
e	dissent	0	0	-1	-1	0	1	1	0	1
Nennung	name	0	1	1	1	1	1	1	0	1
Mehrwertsteuern	add	1	1	1	1	1	0	1	0	1
verknüpft	link	1	1	1	1	1	1	1	0	0
durchziehen	permeate	1	0	0	1	0	1	-1	0	0
überwältigenden	overwhelm	0	-1	-1	-1	0	1	-1	-1	0
hinweisen	say	0	0	0	0	0	0	1	0	0
Wachstumsmärkten	grow	1	1	1	1	1	1	1	0	1
andeutungsweise	hint	0	0	0	0	0	0	1	0	0
ereignen	occur	1	1	0	1	0	1	0	1	0
