pl Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
popełnienie	commit	-1	-1	0	0	-1	0	1	0	-1
dobitnym	clear	0	1	1	1	1	1	1	0	1
nadzorowany	supervise	1	1	1	1	1	1	1	0	1
leśną	manage	1	1	1	1	1	1	1	0	1
oddajmy	let	0	0	0	1	-1	0	1	0	0
nakazem	arrest	0	0	-1	-1	1	1	1	-1	1
popełnieniu	commit	-1	-1	0	0	-1	0	1	0	-1
poligraficznej	print	1	0	1	0	1	0	1	0	1
korzenie	root	1	0	1	1	1	1	1	0	0
dostanie	be	0	1	0	0	0	0	1	0	1
wsłuchiwać	listen	0	1	1	1	0	0	1	0	1
ucierpiałaby	be	0	1	0	0	0	0	1	0	1
plon	deliver	1	1	1	1	0	1	1	0	1
zawieść	disappoint	0	-1	0	-1	0	1	0	-1	-1
mityczne	be	0	1	0	0	0	0	1	0	1
skupiona	focus	1	1	1	1	0	1	1	0	1
stworzonemu	have	1	1	1	0	0	1	1	0	1
logiczny	be	0	1	0	0	0	0	1	0	1
br.	last	0	0	0	0	0	-1	-1	0	0
logiczne	sound	1	0	0	1	0	1	0	0	0
polepszać	improve	1	1	1	1	0	1	1	0	1
logiczna	be	0	1	0	0	0	0	1	0	1
Lópeza	remark	0	0	0	0	0	1	1	-1	1
rozmiar	scale	0	0	0	0	0	0	1	0	0
1990	level	0	1	1	1	1	0	1	0	1
zarządzie	board	0	0	1	0	1	1	1	0	1
podzielą	share	1	1	1	0	1	1	1	0	1
wsłuchiwał	listen	0	1	1	1	0	0	1	0	1
liczą	be	0	1	0	0	0	0	1	0	1
ery	age	0	0	0	-1	0	1	1	0	0
ratowniczego	rescue	1	1	1	1	1	1	1	1	1
wchodzących	enter	1	1	1	0	1	1	1	0	1
różnorodnej	see	1	1	1	1	1	1	1	0	1
era	age	0	0	0	-1	0	1	1	0	0
równocześnie	time	0	0	1	0	1	0	1	0	1
następnie	follow	0	0	1	1	1	1	1	0	1
przechwytywani	prepare	1	1	1	1	1	1	1	1	1
poddał	have	1	1	1	0	0	1	1	0	1
odszkodowaniach	deal	0	0	0	0	0	0	0	0	0
niedoborem	supply	0	0	1	1	1	1	1	0	1
obwarowany	determine	0	0	0	0	0	0	1	0	1
wyposażenia	equip	1	1	1	1	1	1	1	1	1
kredytowy	credit	1	0	1	1	1	1	1	1	1
obwarowane	subject	0	0	1	1	0	1	1	0	1
Aby	order	0	0	0	-1	0	0	1	0	0
bronionej	defend	1	1	1	1	0	1	1	1	1
wydawniczą	publish	1	1	1	1	1	1	1	0	1
bezspornego	be	0	1	0	0	0	0	1	0	1
zapomniano	forget	-1	0	-1	-1	-1	0	1	-1	-1
zgromadzona	accumulate	0	0	0	1	0	1	1	0	1
pamiętajmy	remember	1	1	1	1	1	1	1	1	1
wirtualnej	inhabit	1	0	1	0	1	1	1	0	1
spełniającej	meet	0	1	1	1	1	1	1	0	1
zabrał	speak	1	1	1	1	1	1	1	0	1
zgłasza	be	0	1	0	0	0	0	1	0	1
zgodzili	agree	0	0	0	0	1	1	1	0	1
zdarzyć	happen	0	0	0	0	0	0	-1	0	0
dobić	blow	0	0	0	0	0	0	1	0	0
zamierzamy	be	0	1	0	0	0	0	1	0	1
zastanowienia	think	0	0	1	1	1	1	1	1	0
sformowany	be	0	1	0	0	0	0	1	0	1
zastanowienie	consider	1	1	1	1	1	1	1	0	1
poddać	be	0	1	0	0	0	0	1	0	1
Mark	call	0	0	1	1	0	1	1	0	1
uplasowała	be	0	1	0	0	0	0	1	0	1
zastanowieniu	have	1	1	1	0	0	1	1	0	1
ponieśliśmy	have	1	1	1	0	0	1	1	0	1
Zawiedliście	fail	0	0	-1	-1	-1	0	1	-1	-1
tłamsi	be	0	1	0	0	0	0	1	0	1
zwalnianych	make	0	0	0	1	0	0	1	0	0
chowali	hide	0	0	0	0	0	0	1	1	0
przodują	be	0	1	0	0	0	0	1	0	1
chwalebnym	be	0	1	0	0	0	0	1	0	1
porozumiemy	do	1	1	1	0	0	1	1	0	1
nazwiskiem	name	0	1	1	1	1	1	1	0	1
odgrywałyby	play	1	1	1	1	1	1	1	0	1
zadawanego	be	0	1	0	0	0	0	1	0	1
zbiorze	set	0	0	1	1	1	1	1	0	1
zdarzył	occur	1	1	0	1	0	1	0	1	0
dysputy	dispute	0	0	-1	-1	-1	1	1	0	-1
zabrać	take	1	1	1	0	1	1	1	0	1
zwiększony	increase	1	1	0	1	0	1	1	0	1
okupacyjną	occupy	0	0	0	0	1	1	1	0	1
budowaną	pursue	0	1	1	0	0	1	1	0	1
rozgorzała	start	1	1	1	1	1	1	1	0	1
włożoną	have	1	1	1	0	0	1	1	0	1
objętego	cover	0	0	0	1	1	1	1	0	0
sprzeczności	conflict	0	0	0	-1	0	1	1	0	0
umacniają	be	0	1	0	0	0	0	1	0	1
szczegółową	detail	0	0	0	1	0	0	1	0	0
terenami	land	0	0	1	0	0	1	1	0	1
ograniczać	limit	0	0	0	-1	0	1	1	0	0
dostępny	be	0	1	0	0	0	0	1	0	1
przeżyjemy	be	0	1	0	0	0	0	1	0	1
zdziwiło	surprise	1	1	1	1	1	0	1	0	1
pokusa	tempt	0	-1	0	-1	0	1	0	-1	0
położnych	voice	0	0	0	0	0	0	1	0	0
przynajmniej	last	0	0	0	0	0	-1	-1	0	0
zdarzeniach	happen	0	0	0	0	0	0	-1	0	0
nazwami	name	0	1	1	1	1	1	1	0	1
obiecywać	promise	1	1	1	1	1	1	1	0	1
dostępna	make	0	0	0	1	0	0	1	0	0
zgromadzony	total	0	0	0	0	0	1	1	0	0
pokusy	have	1	1	1	0	0	1	1	0	1
dostępne	be	0	1	0	0	0	0	1	0	1
przynależących	give	0	1	1	0	0	0	1	0	1
monitoringiem	monitor	0	1	1	1	1	0	1	0	0
wystarczyłby	be	0	1	0	0	0	0	1	0	1
nicejski	be	0	1	0	0	0	0	1	0	1
ubiegłorocznym	last	0	0	0	0	0	-1	-1	0	0
wywieranie	exert	0	0	0	1	0	0	1	0	0
utrzymania	maintain	1	0	1	1	0	1	1	0	1
mógł	can	0	0	0	0	0	1	1	0	1
wywierania	exert	0	0	0	1	0	0	1	0	0
wyeliminowaniem	eliminate	-1	1	-1	-1	1	-1	1	0	0
strategia	approach	0	1	1	0	1	1	1	0	1
zwiększyliśmy	increase	1	1	0	1	0	1	1	0	1
wydawałyby	have	1	1	1	0	0	1	1	0	1
przekazane	forward	1	1	0	1	1	1	1	0	1
wywieraniu	exert	0	0	0	1	0	0	1	0	0
konkretnych	clear	0	1	1	1	1	1	1	0	1
ograniczał	limit	0	0	0	-1	0	1	1	0	0
wygospodarować	have	1	1	1	0	0	1	1	0	1
przekazano	be	0	1	0	0	0	0	1	0	1
zaangażował	involve	0	0	0	0	1	1	1	0	0
kłócą	be	0	1	0	0	0	0	1	0	1
narosły	have	1	1	1	0	0	1	1	0	1
równowartości	value	1	1	1	1	0	1	1	1	1
narosłe	have	1	1	1	0	0	1	1	0	1
przyczynili	contribute	1	1	1	1	1	1	1	0	1
przyciągać	attract	0	0	0	1	0	0	1	0	0
moją	own	0	1	1	1	1	1	1	0	1
narosło	be	0	1	0	0	0	0	1	0	1
torturowany	torture	0	-1	0	-1	0	1	0	-1	0
popieraną	support	1	1	1	1	0	1	1	1	1
uruchomimy	do	1	1	1	0	0	1	1	0	1
dumping	dump	0	-1	0	-1	1	0	0	-1	1
uzbrojeni	arm	0	0	0	-1	0	1	0	-1	0
objęli	take	1	1	1	0	1	1	1	0	1
analityczno-naprawczego	aim	0	0	0	1	1	0	1	0	1
nagrania	record	1	1	1	1	1	1	1	0	1
postuluje	call	0	0	1	1	0	1	1	0	1
wyciągnijmy	let	0	0	0	1	-1	0	1	0	0
wydala	be	0	1	0	0	0	0	1	0	1
cieszyły	have	1	1	1	0	0	1	1	0	1
mrzonką	dream	0	1	0	0	0	0	1	0	1
tolta	close	0	1	1	0	0	1	1	0	1
rozszerzony	extend	0	1	1	1	1	1	1	0	1
wyjazdów	travel	1	1	1	0	1	0	1	0	1
wynikającą	result	0	0	0	0	1	0	1	0	0
rozszerzono	be	0	1	0	0	0	0	1	0	1
Monnet	warn	0	1	0	1	0	1	1	0	0
ochoty	desire	1	1	1	1	0	1	1	1	1
promując	promote	1	1	1	1	1	1	1	0	1
pewnego	amount	0	0	0	1	0	0	1	0	0
cieszyło	be	0	1	0	0	0	0	1	0	1
ścisłego	close	0	1	1	0	0	1	1	0	1
cieszyła	enjoy	1	1	1	1	1	1	1	1	1
zabijać	kill	0	-1	-1	-1	-1	1	0	-1	-1
rozszerzone	extend	0	1	1	1	1	1	1	0	1
sprawdzonej	test	0	1	1	0	1	1	1	0	1
ogółem	total	0	0	0	0	0	1	1	0	0
wojsku	be	0	1	0	0	0	0	1	0	1
narażeniem	risk	-1	0	-1	0	-1	0	1	0	-1
celach	target	0	0	0	1	0	0	0	0	0
automatycznie	be	0	1	0	0	0	0	1	0	1
obowiązującego	force	0	0	0	-1	0	1	0	-1	0
ubiegłotygodniowej	last	0	0	0	0	0	-1	-1	0	0
wirtualnych	tackle	0	1	-1	0	0	0	1	0	1
zaskoczonym	be	0	1	0	0	0	0	1	0	1
przychód	generate	0	0	1	1	1	1	1	0	1
wojska	force	0	0	0	-1	0	1	0	-1	0
odzwierciedlającym	reflect	0	0	0	0	0	0	1	0	0
imiennie	vote	0	0	0	1	1	1	1	0	0
miłości	love	1	1	1	1	1	1	1	1	1
zakazała	ban	0	-1	-1	-1	0	1	1	0	0
wzywaliśmy	call	0	0	1	1	0	1	1	0	1
Głosowanie	vote	0	0	0	1	1	1	1	0	0
kontaktuje	contact	0	0	1	0	1	1	1	1	1
zgłaszający	benefit	1	1	0	1	1	1	1	1	1
zgłaszające	go	0	0	0	0	0	0	1	0	0
wstrząsów	shock	0	0	0	-1	0	1	-1	-1	0
wkładu	contribute	1	1	1	1	1	1	1	0	1
nakarmienia	feed	1	1	1	1	0	1	1	1	1
sfałszowanie	forge	1	1	1	1	1	1	1	0	1
sfałszowania	do	1	1	1	0	0	1	1	0	1
kłóci	be	0	1	0	0	0	0	1	0	1
zysk	profit	1	0	1	0	1	1	1	0	1
odbyto	be	0	1	0	0	0	0	1	0	1
zatwierdzeni	approve	1	1	1	1	1	1	1	0	1
moja	mine	0	0	0	1	0	1	1	0	0
moje	own	0	1	1	1	1	1	1	0	1
Manfred	read	0	0	1	0	1	0	1	0	1
ciągłemu	continue	1	1	1	1	1	0	1	0	1
powodowanych	cause	-1	-1	0	0	0	-1	0	0	0
otoczony	surround	0	0	-1	0	1	1	1	0	1
potęg	power	1	0	0	0	0	0	1	0	1
kółko	round	0	0	0	0	1	0	1	0	0
macierzystymi	stem	0	0	-1	0	1	1	1	0	0
rozpadem	be	0	1	0	0	0	0	1	0	1
przekazaną	give	0	1	1	0	0	0	1	0	1
właścicielom	give	0	1	1	0	0	0	1	0	1
otoczona	surround	0	0	-1	0	1	1	1	0	1
helikopter	turn	0	0	0	0	0	0	1	0	0
uznajemy	consider	1	1	1	1	1	1	1	0	1
wpełza	blind	0	0	-1	-1	0	1	1	0	0
mającemu	respond	0	1	0	0	0	1	1	0	1
pokusą	be	0	1	0	0	0	0	1	0	1
doradzanie	advise	1	1	1	1	0	1	1	1	1
doszukiwać	be	0	1	0	0	0	0	1	0	1
wtrącać	interfere	0	-1	0	0	0	1	0	0	0
pokusę	tempt	0	-1	0	-1	0	1	0	-1	0
budowane	build	1	1	1	1	1	1	1	0	1
dojrzał	be	0	1	0	0	0	0	1	0	1
budowana	build	1	1	1	1	1	1	1	0	1
budowano	build	1	1	1	1	1	1	1	0	1
targować	bargain	0	0	1	0	1	1	1	0	1
włożone	have	1	1	1	0	0	1	1	0	1
włożony	have	1	1	1	0	0	1	1	0	1
uciska	operate	1	1	1	1	1	1	1	0	1
szczegółowe	detail	0	0	0	1	0	0	1	0	0
zasadnym	make	0	0	0	1	0	0	1	0	0
budowany	build	1	1	1	1	1	1	1	0	1
końcu	end	0	1	0	0	1	0	1	0	0
pozbędzie	live	1	1	1	1	1	1	1	0	1
kontaktują	contact	0	0	1	0	1	1	1	1	1
trafił	have	1	1	1	0	0	1	1	0	1
słonia	dismay	1	-1	0	1	0	1	1	-1	1
substytuty	substitute	0	1	1	1	1	1	1	0	1
powiesili	down	0	0	0	0	0	0	1	0	0
dowodowy	camp	0	0	1	0	1	1	1	0	1
zwiększono	increase	1	1	0	1	0	1	1	0	1
przedwczesnej	drop	0	1	0	-1	-1	0	1	0	-1
onkologicznymi	need	0	1	1	0	0	1	1	0	0
pobrać	take	1	1	1	0	1	1	1	0	1
opisze	express	-1	0	0	0	1	0	1	0	0
pomieszczeniach	mean	0	0	0	0	0	-1	0	0	0
9,2	be	0	1	0	0	0	0	1	0	1
przesiedlanie	resettle	0	0	0	-1	1	1	1	-1	1
mierzono	be	0	1	0	0	0	0	1	0	1
najwłaściwszym	appropriate	0	1	1	1	1	1	1	0	1
mierzona	measure	0	1	0	0	0	0	1	0	1
mierzone	measure	0	1	0	0	0	0	1	0	1
wymrze	die	0	1	0	-1	-1	1	1	0	-1
mierzony	measure	0	1	0	0	0	0	1	0	1
katastrofie	strike	1	1	0	0	0	1	1	0	0
liczebność	be	0	1	0	0	0	0	1	0	1
umarł	have	1	1	1	0	0	1	1	0	1
założonych	set	0	0	1	1	1	1	1	0	1
zwiększonym	increase	1	1	0	1	0	1	1	0	1
mrzonki	dream	0	1	0	0	0	0	1	0	1
ochotą	take	1	1	1	0	1	1	1	0	1
połączymy	join	1	1	1	1	1	1	1	1	1
ochotę	like	1	1	1	1	0	1	1	1	1
złoża	deposit	0	0	0	-1	1	1	1	0	1
trafić	go	0	0	0	0	0	0	1	0	0
trafią	be	0	1	0	0	0	0	1	0	1
modelowo	model	0	0	0	1	1	1	1	0	1
rozszerzoną	enlarge	0	0	0	-1	1	1	1	0	0
spłacona	back	1	1	1	1	1	1	1	1	1
merytorycznych	term	1	1	0	1	1	1	0	0	0
skutkująca	result	0	0	0	0	1	0	1	0	0
propagandowy	be	0	1	0	0	0	0	1	0	1
popierane	support	1	1	1	1	0	1	1	1	1
skutkujące	result	0	0	0	0	1	0	1	0	0
popełnionym	make	0	0	0	1	0	0	1	0	0
wyznacznikiem	determine	0	0	0	0	0	0	1	0	1
postuluję	advocate	1	1	1	1	1	1	1	0	1
rozluźnienia	relax	0	1	0	1	1	0	1	0	1
przyjeżdża	come	0	1	0	0	0	0	1	0	0
rozluźnienie	relax	0	1	0	1	1	0	1	0	1
samotnie	single	0	0	0	-1	0	0	1	0	0
postulują	be	0	1	0	0	0	0	1	0	1
Szwajcarię	wish	1	1	1	1	1	1	1	1	1
skutkujący	lead	0	1	1	1	1	0	1	0	1
wszczął	have	1	1	1	0	0	1	1	0	1
rozstrzygane	resolve	-1	1	0	0	1	-1	1	0	1
propagandowe	aim	0	0	0	1	1	0	1	0	1
rozstrzygana	be	0	1	0	0	0	0	1	0	1
przeoczenie	overlook	0	0	0	0	0	1	1	0	-1
przepowiednią	risk	-1	0	-1	0	-1	0	1	0	-1
powiązania	link	1	1	1	1	1	1	1	0	0
długoterminową	term	1	1	0	1	1	1	0	0	0
stwarzając	create	1	1	0	1	1	1	1	0	0
omówienia	discuss	1	1	0	1	1	1	1	0	1
alarmujące	alarm	0	0	0	-1	0	1	1	-1	0
alarmująca	alarm	0	0	0	-1	0	1	1	-1	0
tworzeniem	create	1	1	0	1	1	1	1	0	0
zaproponuje	propose	0	1	1	1	0	0	1	0	1
alarmująco	alarm	0	0	0	-1	0	1	1	-1	0
skasować	delete	0	0	-1	-1	0	1	1	0	1
rekordowej	record	1	1	1	1	1	1	1	0	1
DCM	manufacture	1	1	1	1	1	1	1	0	1
zapewniającą	provide	1	1	1	1	1	1	1	0	1
udoskonala	improve	1	1	1	1	0	1	1	0	1
prewencji	prevent	0	0	0	-1	0	1	1	-1	0
modelowy	model	0	0	0	1	1	1	1	0	1
załatwiamy	carry	0	1	1	0	0	1	1	0	0
ewolucję	evolve	0	0	1	1	1	0	1	0	1
popełniliśmy	make	0	0	0	1	0	0	1	0	0
uzupełniany	supplement	1	1	1	1	1	1	1	0	1
siebie	assume	0	0	0	1	1	0	1	0	0
przyjmowałem	welcome	1	1	1	1	1	1	1	1	1
sformułujemy	formulate	1	1	1	1	1	1	1	0	1
propagandowego	be	0	1	0	0	0	0	1	0	1
marketingu	market	0	0	0	1	1	1	1	0	1
znieść	abolish	-1	1	-1	-1	1	1	1	-1	1
wiosennych	spring	1	1	1	1	1	1	1	0	1
zagmatwana	confuse	0	0	0	-1	0	1	1	-1	0
Orbanem	go	0	0	0	0	0	0	1	0	0
traktujecie	be	0	1	0	0	0	0	1	0	1
zwiększone	increase	1	1	0	1	0	1	1	0	1
zlecona	commission	1	1	1	1	1	1	1	1	1
kurdyjskiej	question	0	0	1	1	1	1	1	0	1
zlecone	commission	1	1	1	1	1	1	1	1	1
winię	blame	-1	-1	-1	-1	-1	1	1	-1	-1
dotrzymywała	keep	1	1	1	0	1	1	1	1	1
migruje	migrate	0	0	0	0	0	1	1	0	1
zilustrowania	illustrate	1	1	1	1	1	1	1	0	1
podzieleniem	refer	1	1	1	1	0	1	1	1	1
napięć	pressure	0	0	0	-1	0	0	1	-1	0
przesiedleniach	resettle	0	0	0	-1	1	1	1	-1	1
wodociągów	water	0	-1	0	-1	0	1	1	0	1
surowe	demand	0	0	1	1	0	1	1	0	1
rund	round	0	0	0	0	1	0	1	0	0
pokrewnymi	relate	0	1	1	1	0	1	1	0	1
legalnym	supply	0	0	1	1	1	1	1	0	1
tematycznych	include	1	1	1	1	1	1	1	1	0
płacom	wage	0	1	1	1	1	1	1	0	1
zbieranych	collect	1	1	1	1	1	1	1	0	1
odnoszący	relate	0	1	1	1	0	1	1	0	1
wręczona	receive	1	1	1	0	1	1	1	0	1
wysłałam	send	1	1	1	0	1	1	1	0	1
odwrócony	reverse	0	0	-1	0	0	1	1	0	0
Myliliśmy	be	0	1	0	0	0	0	1	0	1
odnalezienie	found	1	1	1	1	1	1	1	1	1
braliśmy	have	1	1	1	0	0	1	1	0	1
odnalezienia	be	0	1	0	0	0	0	1	0	1
odwrócona	reverse	0	0	-1	0	0	1	1	0	0
zmianom	change	0	1	0	1	0	1	1	0	1
otaczającymi	surround	0	0	-1	0	1	1	1	0	1
zakażeniu	contract	-1	0	-1	0	-1	-1	1	0	-1
odnalezieniu	found	1	1	1	1	1	1	1	1	1
żegludze	ship	1	0	1	1	0	1	1	0	1
zamieszkującej	live	1	1	1	1	1	1	1	0	1
dostrzeże	see	1	1	1	1	1	1	1	0	1
odmówienia	deny	0	0	-1	-1	0	1	1	0	-1
straćmy	let	0	0	0	1	-1	0	1	0	0
końcowe	conclude	1	1	1	1	0	1	1	0	1
odmówienie	deny	0	0	-1	-1	0	1	1	0	-1
odważną	brave	0	1	0	1	0	1	1	1	1
marginalne	make	0	0	0	1	0	0	1	0	0
istotny	major	0	1	0	0	1	1	1	0	1
końcowi	end	0	1	0	0	1	0	1	0	0
istotne	major	0	1	0	0	1	1	1	0	1
marginalny	go	0	0	0	0	0	0	1	0	0
istotna	major	0	1	0	0	1	1	1	0	1
rekomendacjami	win	1	1	1	1	1	1	1	0	1
przechwytywania	capture	0	0	1	0	1	1	1	-1	1
przechwytywanie	provide	1	1	1	1	1	1	1	0	1
końcowy	end	0	1	0	0	1	0	1	0	0
połowami	catch	0	1	0	0	1	1	1	0	1
procesowe	be	0	1	0	0	0	0	1	0	1
procesowi	process	0	0	1	1	1	1	1	0	0
martwimy	be	0	1	0	0	0	0	1	0	1
szczególności	include	1	1	1	1	1	1	1	1	0
przydziałami	trade	0	1	1	1	1	1	1	0	1
nazwałem	call	0	0	1	1	0	1	1	0	1
zechce	want	1	0	1	0	0	1	1	0	1
zgadzaliśmy	disagree	0	0	0	1	0	1	1	0	1
określając	define	0	0	0	1	1	1	1	0	0
znaleźlibyśmy	be	0	1	0	0	0	0	1	0	1
paliwowy	fuel	0	0	0	1	1	1	1	0	1
solidarnej	unite	1	1	0	1	0	1	1	1	0
spisek	plot	0	0	0	-1	0	1	1	0	0
postanowi	decide	1	1	1	1	0	1	1	0	1
paliwowe	fuel	0	0	0	1	1	1	1	0	1
szkodników	form	1	1	1	1	1	1	1	0	1
paliwowa	fuel	0	0	0	1	1	1	1	0	1
zdecydowana	determine	0	0	0	0	0	0	1	0	1
dotyczyć	be	0	1	0	0	0	0	1	0	1
prośbach	call	0	0	1	1	0	1	1	0	1
przypominałem	remind	1	1	1	1	0	1	1	0	0
zdecydowane	determine	0	0	0	0	0	0	1	0	1
omawiający	outline	1	1	1	1	1	1	1	0	1
związać	end	0	1	0	0	1	0	1	0	0
zdecydowano	decide	1	1	1	1	0	1	1	0	1
wyniesienie	dare	1	1	1	0	1	1	1	0	1
rozumianym	sense	0	0	0	0	1	0	1	0	0
atakach	attack	0	-1	-1	-1	1	1	0	-1	0
rzetelności	be	0	1	0	0	0	0	1	0	1
tonu	reflect	0	0	0	0	0	0	1	0	0
gnają	charge	-1	0	0	-1	1	1	1	-1	1
równałoby	be	0	1	0	0	0	0	1	0	1
niedemokratycznego	try	0	1	1	0	1	1	1	0	0
opłacić	pay	0	0	-1	0	0	-1	1	0	-1
wzrastającego	increase	1	1	0	1	0	1	1	0	1
skierowały	have	1	1	1	0	0	1	1	0	1
respektujące	respect	1	1	1	1	0	1	1	1	1
odzyskają	recover	1	1	1	1	1	1	1	0	1
skierowała	have	1	1	1	0	0	1	1	0	1
wzywało	call	0	0	1	1	0	1	1	0	1
skierowało	be	0	1	0	0	0	0	1	0	1
migrują	migrate	0	0	0	0	0	1	1	0	1
zapewniająca	be	0	1	0	0	0	0	1	0	1
starości	age	0	0	0	-1	0	1	1	0	0
kwestionowania	question	0	0	1	1	1	1	1	0	1
dotyczył	concern	1	-1	0	-1	0	1	1	-1	0
wysypiska	dump	0	-1	0	-1	1	0	0	-1	1
kwestionowanie	question	0	0	1	1	1	1	1	0	1
badając	examine	1	1	0	1	0	1	1	0	0
niebezpieczeństwem	risk	-1	0	-1	0	-1	0	1	0	-1
skoncentrowali	focus	1	1	1	1	0	1	1	0	1
obarczać	burden	0	-1	-1	-1	-1	0	1	0	-1
stwarzało	create	1	1	0	1	1	1	1	0	0
kwestionowaniu	question	0	0	1	1	1	1	1	0	1
zapewniający	provide	1	1	1	1	1	1	1	0	1
zwyczajną	go	0	0	0	0	0	0	1	0	0
trójcy	grow	1	1	1	1	1	1	1	0	1
udowodniło	prove	0	0	0	1	0	1	1	0	1
długoterminowo	term	1	1	0	1	1	1	0	0	0
urządza	vote	0	0	0	1	1	1	1	0	0
przepowiednia	come	0	1	0	0	0	0	1	0	0
prejudycjalne	refer	1	1	1	1	0	1	1	1	1
wytłumaczył	explain	1	1	0	1	0	1	1	0	1
tańsza	price	0	0	1	1	1	0	1	0	1
udowodniła	have	1	1	1	0	0	1	1	0	1
długoterminowa	term	1	1	0	1	1	1	0	0	0
zidentyfikować	identify	0	0	-1	0	0	1	1	0	0
obawiać	be	0	1	0	0	0	0	1	0	1
okrągłego	round	0	0	0	0	1	0	1	0	0
udowodniły	have	1	1	1	0	0	1	1	0	1
długoterminowy	term	1	1	0	1	1	1	0	0	0
zabezpieczonym	protect	1	1	1	1	0	1	1	1	1
poprawnej	correct	0	0	0	1	0	1	1	0	0
poprawianiem	improve	1	1	1	1	0	1	1	0	1
mądrością	delay	-1	0	-1	-1	-1	0	1	0	-1
ingerujemy	interfere	0	-1	0	0	0	1	0	0	0
przyspieszanie	accelerate	0	0	0	1	0	1	0	0	0
czemuś	undergo	0	0	0	0	1	1	1	0	0
wielokrotne	repeat	0	1	0	1	0	1	1	0	0
upierał	insist	0	0	1	0	0	1	1	0	1
rozbiórki	scrap	0	0	-1	-1	-1	0	1	0	-1
żywymi	live	1	1	1	1	1	1	1	0	1
indeks	explode	0	0	0	-1	0	0	0	0	0
witryny	list	0	0	0	1	0	0	1	0	1
biega	run	0	1	1	1	1	1	1	0	1
rankingu	rank	0	0	0	0	0	0	1	0	0
zrzeszające	work	1	1	1	1	0	1	1	0	1
cierpieniu	suffer	-1	1	-1	0	-1	-1	1	0	-1
wyjaśniłam	explain	1	1	0	1	0	1	1	0	1
Hiszpanka	satisfy	1	1	0	1	0	1	1	1	1
zapewniliśmy	have	1	1	1	0	0	1	1	0	1
cierpienia	suffer	-1	1	-1	0	-1	-1	1	0	-1
naświetlone	highlight	1	1	1	1	0	1	1	0	1
poświadczeniem	certify	1	1	1	1	1	1	1	0	1
cierpienie	suffer	-1	1	-1	0	-1	-1	1	0	-1
aktualizowanych	update	0	1	0	1	1	1	1	0	1
zechcą	want	1	0	1	0	0	1	1	0	1
przygotowywali	prepare	1	1	1	1	1	1	1	1	1
uczenie	learn	1	1	1	0	1	1	1	0	1
końcową	end	0	1	0	0	1	0	1	0	0
prasie	press	0	1	0	-1	0	1	1	-1	0
uczenia	learn	1	1	1	0	1	1	1	0	1
uszanowała	respect	1	1	1	1	0	1	1	1	1
rewidując	have	1	1	1	0	0	1	1	0	1
dobrym	fine	0	1	1	1	1	1	1	1	1
prezentowane	present	1	1	1	1	1	1	1	0	1
upierać	insist	0	0	1	0	0	1	1	0	1
zrezygnujemy	give	0	1	1	0	0	0	1	0	1
istotną	major	0	1	0	0	1	1	1	0	1
uczeniu	learn	1	1	1	0	1	1	1	0	1
kontrolnym	control	1	0	1	0	1	1	1	0	1
pobudzających	stimulate	1	1	1	1	0	0	1	0	1
naznaczyły	have	1	1	1	0	0	1	1	0	1
opowiadania	take	1	1	1	0	1	1	1	0	1
opowiadanie	opt	1	1	1	0	1	1	1	0	1
przeciwpowodziowej	flood	0	0	0	0	1	0	1	0	0
zamiatane	sweep	1	0	0	0	0	1	1	0	0
wierzono	believe	0	0	1	1	0	1	1	1	1
zbieżności	converge	0	0	0	1	0	0	1	0	0
pozostawiamy	leave	0	0	0	0	0	0	1	-1	0
nieprzeprowadzenie	prevent	0	0	0	-1	0	1	1	-1	0
kłopot	trouble	0	-1	0	-1	0	1	0	-1	0
grupowej	group	0	0	0	1	1	0	1	0	1
odwróconą	reverse	0	0	-1	0	0	1	1	0	0
połączeni	be	0	1	0	0	0	0	1	0	1
nieobjętych	cover	0	0	0	1	1	1	1	0	0
podważamy	be	0	1	0	0	0	0	1	0	1
zobowiąże	commit	-1	-1	0	0	-1	0	1	0	-1
porywania	be	0	1	0	0	0	0	1	0	1
zechcecie	want	1	0	1	0	0	1	1	0	1
chorego	take	1	1	1	0	1	1	1	0	1
wprowadzali	carry	0	1	1	0	0	1	1	0	0
wyjaśniono	explain	1	1	0	1	0	1	1	0	1
przeprowadziłaby	put	1	1	1	0	1	1	1	0	1
nazywając	call	0	0	1	1	0	1	1	0	1
wyjaśnione	clarify	0	1	1	1	1	1	1	0	1
uzasadniałyby	justify	0	0	1	1	1	1	1	0	1
wyjaśniona	clarify	0	1	1	1	1	1	1	0	1
zapomniały	forget	-1	0	-1	-1	-1	0	1	-1	-1
wyjaśniony	clarify	0	1	1	1	1	1	1	0	1
zapomniała	forget	-1	0	-1	-1	-1	0	1	-1	-1
sterroryzować	end	0	1	0	0	1	0	1	0	0
zapomniało	forget	-1	0	-1	-1	-1	0	1	-1	-1
krzywdzimy	be	0	1	0	0	0	0	1	0	1
nalegał	insist	0	0	1	0	0	1	1	0	1
zmniejszyłaby	reduce	0	0	0	-1	1	1	1	-1	0
zanosi	be	0	1	0	0	0	0	1	0	1
działkach	own	0	1	1	1	1	1	1	0	1
przyklaskuje	applaud	1	1	1	1	1	1	1	1	1
umożliwiliśmy	enable	1	1	0	1	1	1	1	1	0
